Дата,Серебро (Банк России)
2/19/2019,33.39
2/18/2019,33.41
2/16/2019,33.41
2/15/2019,33.58
2/14/2019,33.38
2/13/2019,33.18
2/12/2019,33.31
2/11/2019,33.37
2/9/2019,33.37
2/8/2019,33.39
2/7/2019,33.50
2/6/2019,33.19
2/5/2019,33.76
2/4/2019,33.93
2/2/2019,33.93
2/1/2019,33.44
1/31/2019,33.69
1/30/2019,33.45
1/29/2019,32.59
1/28/2019,32.42
1/26/2019,32.42
1/25/2019,32.65
1/24/2019,32.54
1/23/2019,32.65
1/22/2019,33.01
1/21/2019,33.22
1/19/2019,33.22
1/18/2019,33.20
1/17/2019,33.48
1/16/2019,33.68
1/15/2019,33.87
1/14/2019,33.79
1/12/2019,33.79
1/11/2019,33.58
1/10/2019,33.73
12/31/2018,33.65
12/30/2018,34.16
12/29/2018,33.65
12/28/2018,32.50
12/27/2018,32.50
12/26/2018,32.43
12/25/2018,32.31
12/24/2018,32.29
12/22/2018,32.29
12/21/2018,31.72
12/20/2018,31.62
12/19/2018,31.33
12/18/2018,31.23
12/17/2018,31.35
12/15/2018,31.35
12/14/2018,31.22
12/13/2018,31.26
12/12/2018,31.07
12/11/2018,30.85
12/10/2018,30.94
12/8/2018,30.94
12/7/2018,31.07
12/6/2018,31.25
12/5/2018,30.73
12/4/2018,30.34
12/3/2018,30.51
12/1/2018,30.51
11/30/2018,30.31
11/29/2018,30.72
11/28/2018,30.87
11/27/2018,30.48
11/26/2018,30.65
11/24/2018,30.65
11/23/2018,30.42
11/22/2018,30.62
11/21/2018,30.28
11/20/2018,30.32
11/19/2018,29.98
11/17/2018,29.98
11/16/2018,29.92
11/15/2018,30.65
11/14/2018,30.81
11/13/2018,31.13
11/12/2018,31.14
11/10/2018,31.14
11/9/2018,31.23
11/8/2018,31.24
11/7/2018,31.26
11/5/2018,30.47
11/3/2018,30.47
11/2/2018,30.27
11/1/2018,30.42
10/31/2018,30.98
10/30/2018,31.08
10/29/2018,31.00
10/27/2018,31.00
10/26/2018,31.16
10/25/2018,31.11
10/24/2018,30.90
10/23/2018,30.72
10/22/2018,30.91
10/20/2018,30.91
10/19/2018,30.67
10/18/2018,30.81
10/17/2018,31.09
10/16/2018,31.16
10/15/2018,30.97
10/13/2018,30.97
10/12/2018,30.91
10/11/2018,30.59
10/10/2018,30.58
10/9/2018,31.14
10/8/2018,31.35
10/6/2018,31.35
10/5/2018,31.14
10/4/2018,30.99
10/3/2018,30.42
10/2/2018,30.68
10/1/2018,30.17
9/29/2018,30.17
9/28/2018,30.52
9/27/2018,30.60
9/26/2018,30.24
9/25/2018,30.45
9/24/2018,30.52
9/22/2018,30.52
9/21/2018,30.41
9/20/2018,30.56
9/19/2018,30.95
9/18/2018,31.07
9/17/2018,31.21
9/15/2018,31.21
9/14/2018,31.39
9/13/2018,31.66
9/12/2018,31.78
9/11/2018,31.93
9/10/2018,31.48
9/8/2018,31.48
9/7/2018,31.30
9/6/2018,31.19
9/5/2018,31.28
9/4/2018,31.64
9/3/2018,32.06
9/1/2018,32.06
8/31/2018,32.10
8/30/2018,32.18
8/29/2018,32.28
8/28/2018,31.68
8/27/2018,31.86
8/25/2018,31.86
8/24/2018,32.22
8/23/2018,32.20
8/22/2018,31.93
8/21/2018,31.87
8/20/2018,31.52
8/18/2018,31.52
8/17/2018,31.41
8/16/2018,31.64
8/15/2018,32.27
8/14/2018,33.31
8/13/2018,33.07
8/11/2018,33.07
8/10/2018,32.99
8/9/2018,31.37
8/8/2018,31.59
8/7/2018,31.33
8/6/2018,31.34
8/4/2018,31.34
8/3/2018,31.36
8/2/2018,31.13
8/1/2018,30.93
7/31/2018,31.27
7/30/2018,31.09
7/28/2018,31.09
7/27/2018,31.44
7/26/2018,31.57
7/25/2018,31.38
7/24/2018,31.46
7/23/2018,31.37
7/21/2018,31.37
7/20/2018,31.04
7/19/2018,31.22
7/18/2018,31.66
7/17/2018,31.64
7/16/2018,31.66
7/14/2018,31.66
7/13/2018,31.68
7/12/2018,31.77
7/11/2018,31.98
7/10/2018,32.74
7/9/2018,32.46
7/7/2018,32.46
7/6/2018,32.44
7/5/2018,32.62
7/4/2018,32.38
7/3/2018,32.44
7/2/2018,32.34
6/30/2018,32.34
6/29/2018,32.78
6/28/2018,32.90
6/27/2018,32.75
6/26/2018,33.14
6/25/2018,33.40
6/23/2018,33.40
6/22/2018,33.32
6/21/2018,33.31
6/20/2018,33.69
6/19/2018,33.89
6/18/2018,34.71
6/16/2018,34.71
6/15/2018,34.27
6/14/2018,34.30
6/11/2018,33.69
6/10/2018,33.51
6/9/2018,33.69
6/8/2018,33.28
6/7/2018,32.98
6/6/2018,32.65
6/5/2018,32.73
6/4/2018,32.84
6/2/2018,32.84
6/1/2018,33.00
5/31/2018,32.94
5/30/2018,33.18
5/29/2018,33.37
5/28/2018,33.05
5/26/2018,33.05
5/25/2018,32.60
5/24/2018,32.73
5/23/2018,32.66
5/22/2018,32.85
5/21/2018,32.64
5/19/2018,32.64
5/18/2018,32.57
5/17/2018,32.56
5/16/2018,32.67
5/15/2018,33.06
5/14/2018,33.27
5/12/2018,33.27
5/11/2018,33.37
5/9/2018,33.31
5/8/2018,33.10
5/7/2018,33.35
5/5/2018,33.35
5/4/2018,33.61
4/30/2018,33.34
4/29/2018,32.95
4/28/2018,33.34
4/27/2018,33.36
4/26/2018,32.89
4/25/2018,32.90
4/24/2018,33.63
4/23/2018,33.73
4/19/2018,33.53
4/18/2018,32.68
4/17/2018,33.24
4/16/2018,32.60
4/14/2018,32.60
4/13/2018,33.23
4/12/2018,34.12
4/11/2018,33.07
4/10/2018,30.77
4/9/2018,30.26
4/7/2018,30.26
4/6/2018,30.18
4/5/2018,30.57
4/4/2018,30.56
4/3/2018,29.98
4/2/2018,29.97
3/31/2018,29.97
3/30/2018,30.23
3/29/2018,30.45
3/28/2018,30.59
3/27/2018,30.44
3/26/2018,30.33
3/24/2018,30.33
3/23/2018,29.69
3/22/2018,30.04
3/21/2018,30.21
3/20/2018,30.48
3/19/2018,30.54
3/17/2018,30.54
3/16/2018,30.44
3/15/2018,30.22
3/14/2018,30.12
3/13/2018,30.00
3/8/2018,30.35
3/7/2018,29.99
3/6/2018,30.19
3/5/2018,29.72
3/3/2018,29.72
3/2/2018,29.83
3/1/2018,30.11
2/28/2018,29.84
2/27/2018,29.86
2/23/2018,29.99
2/22/2018,30.18
2/21/2018,30.38
2/20/2018,30.50
2/19/2018,30.48
2/17/2018,30.48
2/16/2018,30.17
2/15/2018,30.75
2/14/2018,30.51
2/13/2018,30.51
2/12/2018,30.57
2/10/2018,30.57
2/9/2018,30.95
2/8/2018,30.77
2/7/2018,31.04
2/6/2018,31.20
2/5/2018,30.97
2/3/2018,30.97
2/2/2018,31.17
2/1/2018,31.24
1/31/2018,31.37
1/30/2018,31.49
1/29/2018,31.45
1/27/2018,31.45
1/26/2018,30.91
1/25/2018,30.78
1/24/2018,30.90
1/23/2018,31.02
1/22/2018,31.09
1/20/2018,31.09
1/19/2018,31.41
1/18/2018,31.10
1/17/2018,31.41
1/16/2018,31.02
1/15/2018,30.95
1/13/2018,30.95
1/12/2018,31.40
1/11/2018,31.19
1/10/2018,31.49
1/1/2018,31.00
12/30/2017,31.00
12/29/2017,30.57
12/28/2017,29.88
12/27/2017,30.02
12/26/2017,30.27
12/25/2017,30.27
12/23/2017,30.27
12/22/2017,30.47
12/21/2017,30.50
12/20/2017,30.32
12/19/2017,30.16
12/18/2017,30.32
12/16/2017,30.32
12/15/2017,29.64
12/14/2017,30.01
12/13/2017,29.95
12/12/2017,30.14
12/11/2017,30.32
12/9/2017,30.32
12/8/2017,30.72
12/7/2017,30.85
12/6/2017,30.81
12/5/2017,31.14
12/4/2017,31.17
12/2/2017,31.17
12/1/2017,31.82
11/30/2017,32.01
11/29/2017,32.11
11/28/2017,31.95
11/27/2017,32.17
11/25/2017,32.17
11/24/2017,31.89
11/23/2017,32.25
11/22/2017,32.78
11/21/2017,32.56
11/20/2017,32.67
11/18/2017,32.67
11/17/2017,33.01
11/16/2017,32.80
11/15/2017,32.44
11/14/2017,32.35
11/13/2017,32.59
11/11/2017,32.59
11/10/2017,32.38
11/9/2017,32.39
11/8/2017,31.79
11/6/2017,32.09
11/4/2017,32.09
11/3/2017,31.64
11/2/2017,31.45
11/1/2017,31.27
10/31/2017,31.11
10/30/2017,31.22
10/28/2017,31.22
10/27/2017,31.52
10/26/2017,31.29
10/25/2017,31.54
10/24/2017,31.40
10/23/2017,31.57
10/21/2017,31.57
10/20/2017,31.51
10/19/2017,31.21
10/18/2017,31.54
10/17/2017,31.95
10/16/2017,31.86
10/14/2017,31.86
10/13/2017,31.89
10/12/2017,31.94
10/11/2017,31.96
10/10/2017,31.72
10/9/2017,30.87
10/7/2017,30.87
10/6/2017,30.84
10/5/2017,31.26
10/4/2017,30.94
10/3/2017,30.82
10/2/2017,31.45
9/30/2017,31.45
9/29/2017,31.60
9/28/2017,31.50
9/27/2017,31.46
9/26/2017,31.37
9/25/2017,31.46
9/23/2017,31.46
9/22/2017,31.73
9/21/2017,32.48
9/20/2017,32.04
9/19/2017,32.48
9/18/2017,32.74
9/16/2017,32.74
9/15/2017,32.97
9/14/2017,33.21
9/13/2017,32.68
9/12/2017,32.81
9/11/2017,33.37
9/9/2017,33.37
9/8/2017,32.68
9/7/2017,32.76
9/6/2017,33.26
9/5/2017,33.07
9/4/2017,32.66
9/2/2017,32.66
9/1/2017,32.64
8/31/2017,32.93
8/30/2017,33.12
8/29/2017,32.04
8/28/2017,32.37
8/26/2017,32.37
8/25/2017,32.19
8/24/2017,32.43
8/23/2017,32.31
8/22/2017,32.36
8/21/2017,32.73
8/19/2017,32.73
8/18/2017,32.42
8/17/2017,31.99
8/16/2017,32.54
8/15/2017,32.63
8/14/2017,33.07
8/12/2017,33.07
8/11/2017,32.91
8/10/2017,31.98
8/9/2017,31.61
8/8/2017,31.15
8/7/2017,32.39
8/5/2017,32.39
8/4/2017,32.17
8/3/2017,32.47
8/2/2017,32.21
8/1/2017,32.36
7/31/2017,31.70
7/29/2017,31.70
7/28/2017,32.07
7/27/2017,31.53
7/26/2017,31.37
7/25/2017,31.65
7/24/2017,31.13
7/22/2017,31.13
7/21/2017,30.73
7/20/2017,30.91
7/19/2017,30.87
7/18/2017,30.52
7/17/2017,30.24
7/15/2017,30.24
7/14/2017,30.86
7/13/2017,30.85
7/12/2017,30.29
7/11/2017,29.51
7/10/2017,30.75
7/8/2017,30.75
7/7/2017,31.01
7/6/2017,30.55
7/5/2017,30.75
7/4/2017,31.24
7/3/2017,31.45
7/1/2017,31.45
6/30/2017,31.97
6/29/2017,32.12
6/28/2017,31.54
6/27/2017,31.36
6/26/2017,32.05
6/24/2017,32.05
6/23/2017,32.06
6/22/2017,31.85
6/21/2017,31.24
6/20/2017,31.06
6/19/2017,31.11
6/17/2017,31.11
6/16/2017,31.14
6/15/2017,31.10
6/14/2017,30.78
6/12/2017,31.80
6/10/2017,31.80
6/9/2017,32.25
6/8/2017,32.02
6/7/2017,32.00
6/6/2017,31.89
6/5/2017,31.33
6/3/2017,31.33
6/2/2017,31.14
6/1/2017,31.55
5/31/2017,31.38
5/30/2017,31.52
5/29/2017,31.55
5/27/2017,31.55
5/26/2017,30.92
5/25/2017,30.81
5/24/2017,31.17
5/23/2017,30.79
5/22/2017,30.82
5/20/2017,30.82
5/19/2017,31.06
5/18/2017,30.83
5/17/2017,30.24
5/16/2017,30.15
5/15/2017,29.96
5/13/2017,29.96
5/12/2017,30.06
5/11/2017,30.42
5/8/2017,30.62
5/6/2017,30.62
5/5/2017,30.54
5/4/2017,30.93
5/3/2017,31.04
5/1/2017,31.90
4/29/2017,31.90
4/28/2017,31.98
4/27/2017,31.85
4/26/2017,32.03
4/25/2017,32.11
4/24/2017,32.51
4/22/2017,32.51
4/21/2017,32.99
4/20/2017,32.91
4/19/2017,33.15
4/18/2017,33.57
4/17/2017,33.59
4/15/2017,33.59
4/14/2017,33.78
4/13/2017,33.41
4/12/2017,32.85
4/11/2017,33.10
4/10/2017,33.67
4/8/2017,33.67
4/7/2017,33.06
4/6/2017,32.81
4/5/2017,33.35
4/4/2017,32.78
4/3/2017,32.49
4/1/2017,32.49
3/31/2017,32.81
3/30/2017,33.24
3/29/2017,32.84
3/28/2017,32.89
3/27/2017,32.40
3/25/2017,32.40
3/24/2017,32.51
3/23/2017,32.08
3/22/2017,31.70
3/21/2017,32.05
3/20/2017,32.52
3/18/2017,32.52
3/17/2017,31.67
3/16/2017,32.31
3/15/2017,32.26
3/14/2017,32.11
3/13/2017,32.63
3/11/2017,32.63
3/10/2017,32.91
3/8/2017,33.36
3/7/2017,33.12
3/6/2017,34.72
3/4/2017,34.72
3/3/2017,34.42
3/2/2017,34.31
3/1/2017,34.18
2/28/2017,34.03
2/23/2017,33.06
2/22/2017,33.45
2/21/2017,33.63
2/20/2017,33.54
2/18/2017,33.54
2/17/2017,32.85
2/16/2017,32.68
2/15/2017,33.36
2/14/2017,32.89
2/13/2017,33.52
2/11/2017,33.52
2/10/2017,33.66
2/9/2017,33.68
2/8/2017,33.49
2/7/2017,32.62
2/6/2017,33.77
2/4/2017,33.77
2/3/2017,33.94
2/2/2017,33.53
2/1/2017,33.03
1/31/2017,32.30
1/30/2017,32.70
1/28/2017,32.70
1/27/2017,32.46
1/26/2017,32.53
1/25/2017,32.63
1/24/2017,32.31
1/23/2017,32.52
1/21/2017,32.52
1/20/2017,32.67
1/19/2017,32.35
1/18/2017,32.12
1/17/2017,32.12
1/16/2017,32.28
1/14/2017,32.28
1/13/2017,32.12
1/12/2017,32.23
1/11/2017,31.84
1/10/2017,31.68
1/2/2017,31.32
12/31/2016,31.32
12/30/2016,30.71
12/29/2016,30.70
12/28/2016,30.80
12/27/2016,30.82
12/26/2016,30.85
12/24/2016,30.85
12/23/2016,31.37
12/22/2016,31.04
12/21/2016,31.79
12/20/2016,31.89
12/19/2016,32.04
12/17/2016,32.04
12/16/2016,33.91
12/15/2016,33.25
12/14/2016,33.10
12/13/2016,33.56
12/12/2016,34.86
12/10/2016,34.86
12/9/2016,34.18
12/8/2016,34.50
12/7/2016,34.13
12/6/2016,33.60
12/5/2016,33.62
12/3/2016,33.62
12/2/2016,34.13
12/1/2016,34.69
11/30/2016,34.83
11/29/2016,34.36
11/28/2016,33.88
11/26/2016,33.88
11/25/2016,34.41
11/24/2016,34.49
11/23/2016,34.12
11/22/2016,34.16
11/21/2016,35.67
11/19/2016,35.67
11/18/2016,35.38
11/17/2016,35.28
11/16/2016,36.24
11/15/2016,39.36
11/14/2016,39.31
11/12/2016,39.31
11/11/2016,38.35
11/10/2016,37.51
11/9/2016,37.34
11/8/2016,37.60
11/4/2016,37.85
11/3/2016,37.19
11/2/2016,36.09
11/1/2016,35.79
10/31/2016,35.61
10/29/2016,35.61
10/28/2016,35.79
10/27/2016,35.35
10/26/2016,35.37
10/25/2016,35.30
10/24/2016,35.16
10/22/2016,35.16
10/21/2016,35.32
10/20/2016,35.59
10/19/2016,35.69
10/18/2016,35.33
10/17/2016,35.38
10/15/2016,35.38
10/14/2016,35.82
10/13/2016,35.09
10/12/2016,34.95
10/11/2016,35.66
10/10/2016,34.71
10/8/2016,34.71
10/7/2016,35.62
10/6/2016,35.74
10/5/2016,37.62
10/4/2016,38.57
10/3/2016,39.44
10/1/2016,39.44
9/30/2016,38.60
9/29/2016,39.31
9/28/2016,39.77
9/27/2016,40.09
9/26/2016,40.70
9/24/2016,40.70
9/23/2016,40.76
9/22/2016,40.26
9/21/2016,39.91
9/20/2016,39.91
9/19/2016,39.51
9/17/2016,39.51
9/16/2016,39.75
9/15/2016,39.77
9/14/2016,39.92
9/13/2016,39.15
9/12/2016,40.04
9/10/2016,40.04
9/9/2016,40.99
9/8/2016,41.23
9/7/2016,40.85
9/6/2016,40.52
9/5/2016,39.71
9/3/2016,39.71
9/2/2016,39.13
9/1/2016,39.32
8/31/2016,39.19
8/30/2016,39.07
8/29/2016,38.86
8/27/2016,38.86
8/26/2016,38.63
8/25/2016,39.26
8/24/2016,39.52
8/23/2016,39.04
8/22/2016,39.91
8/20/2016,39.91
8/19/2016,40.41
8/18/2016,40.26
8/17/2016,41.19
8/16/2016,41.08
8/15/2016,41.10
8/13/2016,41.10
8/12/2016,42.20
8/11/2016,42.37
8/10/2016,41.03
8/9/2016,41.14
8/8/2016,42.62
8/6/2016,42.62
8/5/2016,43.03
8/4/2016,44.18
8/3/2016,44.53
8/2/2016,43.49
8/1/2016,43.20
7/30/2016,43.20
7/29/2016,43.38
7/28/2016,41.51
7/27/2016,41.60
7/26/2016,40.51
7/25/2016,40.93
7/23/2016,40.93
7/22/2016,39.63
7/21/2016,40.17
7/20/2016,40.48
7/19/2016,40.02
7/18/2016,40.90
7/16/2016,40.90
7/15/2016,41.39
7/14/2016,41.65
7/13/2016,41.81
7/12/2016,42.25
7/11/2016,40.73
7/9/2016,40.73
7/8/2016,41.08
7/7/2016,42.45
7/6/2016,40.77
7/5/2016,41.69
7/4/2016,39.60
7/2/2016,39.60
7/1/2016,37.88
6/30/2016,37.62
6/29/2016,36.61
6/28/2016,37.02
6/27/2016,38.01
6/25/2016,38.01
6/24/2016,35.76
6/23/2016,35.23
6/22/2016,35.82
6/21/2016,35.75
6/20/2016,36.55
6/18/2016,36.55
6/17/2016,37.50
6/16/2016,36.90
6/15/2016,36.62
6/13/2016,36.03
6/11/2016,36.03
6/10/2016,34.94
6/9/2016,34.83
6/8/2016,34.19
6/7/2016,34.69
6/6/2016,34.60
6/4/2016,34.60
6/3/2016,34.29
6/2/2016,34.16
6/1/2016,34.08
5/31/2016,34.63
5/30/2016,34.61
5/28/2016,34.61
5/27/2016,34.51
5/26/2016,34.33
5/25/2016,35.07
5/24/2016,35.16
5/23/2016,35.34
5/21/2016,35.34
5/20/2016,35.34
5/19/2016,35.67
5/18/2016,35.43
5/17/2016,36.13
5/16/2016,35.68
5/14/2016,35.68
5/13/2016,35.99
5/12/2016,37.29
5/11/2016,36.34
5/9/2016,36.84
5/7/2016,36.84
5/6/2016,36.82
5/5/2016,36.55
5/2/2016,36.93
4/30/2016,36.93
4/29/2016,36.32
4/28/2016,36.33
4/27/2016,36.22
4/26/2016,36.12
4/25/2016,36.60
4/23/2016,36.60
4/22/2016,36.21
4/21/2016,36.03
4/20/2016,35.08
4/19/2016,35.56
4/18/2016,34.34
4/16/2016,34.34
4/15/2016,34.48
4/14/2016,33.79
4/13/2016,34.04
4/12/2016,33.58
4/11/2016,32.88
4/9/2016,32.88
4/8/2016,33.17
4/7/2016,33.20
4/6/2016,33.64
4/5/2016,33.03
4/4/2016,33.20
4/2/2016,33.20
4/1/2016,33.55
3/31/2016,33.43
3/30/2016,33.29
3/29/2016,33.30
3/28/2016,33.62
3/26/2016,33.62
3/25/2016,34.53
3/24/2016,34.56
3/23/2016,34.45
3/22/2016,35.26
3/21/2016,34.59
3/19/2016,34.59
3/18/2016,33.70
3/17/2016,34.98
3/16/2016,35.38
3/15/2016,34.96
3/14/2016,34.52
3/12/2016,34.52
3/11/2016,34.90
3/10/2016,36.44
3/7/2016,35.22
3/5/2016,35.22
3/4/2016,35.18
3/3/2016,35.48
3/2/2016,35.12
3/1/2016,37.02
2/29/2016,36.60
2/27/2016,36.60
2/26/2016,37.63
2/25/2016,37.36
2/22/2016,37.44
2/21/2016,38.12
2/20/2016,37.44
2/19/2016,37.00
2/18/2016,38.42
2/17/2016,37.41
2/16/2016,39.11
2/15/2016,40.00
2/13/2016,40.00
2/12/2016,38.46
2/11/2016,39.00
2/10/2016,37.79
2/9/2016,36.84
2/8/2016,36.65
2/6/2016,36.65
2/5/2016,35.42
2/4/2016,36.34
2/3/2016,35.90
2/2/2016,34.55
2/1/2016,32.82
1/30/2016,32.82
1/29/2016,35.77
1/28/2016,36.40
1/27/2016,37.42
1/26/2016,35.44
1/25/2016,36.29
1/23/2016,36.29
1/22/2016,37.76
1/21/2016,35.84
1/20/2016,35.02
1/19/2016,34.90
1/18/2016,34.51
1/16/2016,34.51
1/15/2016,34.03
1/14/2016,34.11
1/13/2016,34.41
1/12/2016,34.28
1/1/2016,32.40
12/31/2015,32.64
12/30/2015,33.10
12/29/2015,32.32
12/28/2015,32.08
12/26/2015,32.08
12/25/2015,32.03
12/24/2015,32.48
12/23/2015,32.47
12/22/2015,31.66
12/21/2015,32.29
12/19/2015,32.29
12/18/2015,31.18
12/17/2015,31.10
12/16/2015,31.22
12/15/2015,31.43
12/14/2015,31.51
12/12/2015,31.51
12/11/2015,31.76
12/10/2015,31.68
12/9/2015,32.29
12/8/2015,31.13
12/7/2015,30.31
12/5/2015,30.31
12/4/2015,30.81
12/3/2015,30.49
12/2/2015,29.99
12/1/2015,30.28
11/30/2015,30.43
11/28/2015,30.43
11/27/2015,29.71
11/26/2015,29.77
11/25/2015,29.49
11/24/2015,30.14
11/23/2015,29.64
11/21/2015,29.64
11/20/2015,29.57
11/19/2015,29.68
11/18/2015,30.23
11/17/2015,30.75
11/16/2015,30.83
11/14/2015,30.83
11/13/2015,30.39
11/12/2015,30.21
11/11/2015,30.60
11/10/2015,31.35
11/9/2015,30.75
11/7/2015,30.75
11/6/2015,31.10
11/4/2015,31.61
11/3/2015,32.06
11/2/2015,32.74
10/31/2015,32.74
10/30/2015,33.07
10/29/2015,33.18
10/28/2015,32.87
10/27/2015,32.11
10/26/2015,31.82
10/24/2015,31.82
10/23/2015,31.83
10/22/2015,31.71
10/21/2015,31.70
10/20/2015,31.33
10/19/2015,31.64
10/17/2015,31.64
10/16/2015,32.38
10/15/2015,32.15
10/14/2015,31.23
10/13/2015,31.38
10/12/2015,31.51
10/10/2015,31.51
10/9/2015,31.26
10/8/2015,31.89
10/7/2015,32.80
10/6/2015,32.18
10/5/2015,30.59
10/3/2015,30.59
10/2/2015,30.42
10/1/2015,30.96
9/30/2015,31.01
9/29/2015,30.98
9/28/2015,31.65
9/26/2015,31.65
9/25/2015,31.63
9/24/2015,31.42
9/23/2015,31.79
9/22/2015,32.28
9/21/2015,32.21
9/19/2015,32.21
9/18/2015,31.02
9/17/2015,30.76
9/16/2015,30.98
9/15/2015,31.53
9/14/2015,31.88
9/12/2015,31.88
9/11/2015,32.42
9/10/2015,32.11
9/9/2015,32.36
9/8/2015,32.02
9/7/2015,31.97
9/5/2015,31.97
9/4/2015,31.69
9/3/2015,31.21
9/2/2015,30.84
9/1/2015,30.97
8/31/2015,30.86
8/29/2015,30.86
8/28/2015,30.94
8/27/2015,32.11
8/26/2015,33.44
8/25/2015,33.98
8/24/2015,33.86
8/22/2015,33.86
8/21/2015,33.37
8/20/2015,31.36
8/19/2015,32.23
8/18/2015,32.07
8/17/2015,32.46
8/15/2015,32.46
8/14/2015,31.54
8/13/2015,32.11
8/12/2015,31.11
8/11/2015,30.86
8/10/2015,30.27
8/8/2015,30.27
8/7/2015,29.96
8/6/2015,29.28
8/5/2015,29.41
8/4/2015,29.58
8/3/2015,28.25
8/1/2015,28.25
7/31/2015,27.77
7/30/2015,28.07
7/29/2015,28.15
7/28/2015,27.76
7/27/2015,27.04
7/25/2015,27.04
7/24/2015,27.44
7/23/2015,27.10
7/22/2015,27.03
7/21/2015,27.12
7/20/2015,27.43
7/18/2015,27.43
7/17/2015,27.34
7/16/2015,27.89
7/15/2015,27.99
7/14/2015,28.12
7/13/2015,28.15
7/11/2015,28.15
7/10/2015,28.18
7/9/2015,27.58
7/8/2015,28.72
7/7/2015,28.27
7/6/2015,27.96
7/4/2015,27.96
7/3/2015,27.93
7/2/2015,27.88
7/1/2015,28.19
6/30/2015,28.26
6/29/2015,27.90
6/27/2015,27.90
6/26/2015,27.68
6/25/2015,27.63
6/24/2015,27.82
6/23/2015,27.88
6/22/2015,27.88
6/20/2015,27.88
6/19/2015,27.85
6/18/2015,27.69
6/17/2015,27.85
6/16/2015,28.31
6/12/2015,27.82
6/11/2015,28.43
6/10/2015,28.99
6/9/2015,28.94
6/8/2015,29.21
6/6/2015,29.21
6/5/2015,29.12
6/4/2015,28.32
6/3/2015,28.69
6/2/2015,28.21
6/1/2015,28.39
5/30/2015,28.39
5/29/2015,28.04
5/28/2015,27.33
5/27/2015,27.16
5/26/2015,27.65
5/25/2015,27.61
5/23/2015,27.61
5/22/2015,27.57
5/21/2015,27.33
5/20/2015,27.51
5/19/2015,28.01
5/18/2015,27.74
5/16/2015,27.74
5/15/2015,28.01
5/14/2015,26.52
5/13/2015,26.94
5/11/2015,26.61
5/9/2015,26.61
5/8/2015,26.47
5/7/2015,26.37
5/6/2015,27.32
5/1/2015,27.16
4/30/2015,27.39
4/29/2015,27.44
4/28/2015,26.21
4/27/2015,25.57
4/25/2015,25.57
4/24/2015,26.31
4/23/2015,27.69
4/22/2015,27.90
4/21/2015,26.65
4/20/2015,26.58
4/18/2015,26.58
4/17/2015,26.30
4/16/2015,26.27
4/15/2015,26.87
4/14/2015,27.42
4/13/2015,27.17
4/11/2015,27.17
4/10/2015,27.54
4/9/2015,29.25
4/8/2015,29.99
4/7/2015,30.60
4/6/2015,30.73
4/4/2015,30.73
4/3/2015,30.86
4/2/2015,31.07
4/1/2015,30.77
3/31/2015,31.30
3/30/2015,31.79
3/28/2015,31.79
3/27/2015,30.73
3/26/2015,31.31
3/25/2015,31.61
3/24/2015,30.90
3/23/2015,30.65
3/21/2015,30.65
3/20/2015,29.76
3/19/2015,30.69
3/18/2015,30.93
3/17/2015,30.97
3/16/2015,30.91
3/14/2015,30.91
3/13/2015,30.65
3/12/2015,31.80
3/11/2015,31.05
3/9/2015,31.23
3/7/2015,31.23
3/6/2015,32.45
3/5/2015,32.66
3/4/2015,33.34
3/3/2015,33.07
3/2/2015,33.13
2/28/2015,33.13
2/27/2015,32.23
2/26/2015,32.84
2/25/2015,33.08
2/23/2015,33.20
2/21/2015,33.20
2/20/2015,32.80
2/19/2015,33.74
2/18/2015,34.89
2/17/2015,33.97
2/16/2015,35.34
2/14/2015,35.34
2/13/2015,36.02
2/12/2015,35.68
2/11/2015,35.71
2/10/2015,36.42
2/9/2015,36.10
2/7/2015,36.10
2/6/2015,38.36
2/5/2015,37.01
2/4/2015,37.52
2/3/2015,37.90
2/2/2015,38.63
1/31/2015,38.63
1/30/2015,39.80
1/29/2015,38.58
1/28/2015,38.87
1/27/2015,38.44
1/26/2015,36.85
1/24/2015,36.85
1/23/2015,38.31
1/22/2015,37.52
1/21/2015,36.88
1/20/2015,35.34
1/19/2015,35.87
1/17/2015,35.87
1/16/2015,34.69
1/15/2015,36.13
1/14/2015,34.44
1/13/2015,32.76
1/1/2015,28.55
12/31/2014,28.94
12/30/2014,28.74
12/29/2014,26.38
12/27/2014,26.38
12/26/2014,26.68
12/25/2014,27.52
12/24/2014,28.23
12/23/2014,28.81
12/22/2014,31.37
12/20/2014,31.37
12/19/2014,30.56
12/18/2014,35.50
12/17/2014,33.13
12/16/2014,32.02
12/15/2014,31.06
12/13/2014,31.06
12/12/2014,30.05
12/11/2014,28.57
12/10/2014,28.34
12/9/2014,27.99
12/8/2014,28.04
12/6/2014,28.04
12/5/2014,27.61
12/4/2014,28.25
12/3/2014,25.67
12/2/2014,26.60
12/1/2014,26.04
11/29/2014,26.04
11/28/2014,25.45
11/27/2014,24.87
11/26/2014,23.61
11/25/2014,23.47
11/24/2014,23.85
11/22/2014,23.85
11/21/2014,24.42
11/20/2014,24.60
11/19/2014,24.47
11/18/2014,23.36
11/17/2014,23.98
11/15/2014,23.98
11/14/2014,23.16
11/13/2014,23.20
11/12/2014,23.15
11/11/2014,22.75
11/10/2014,23.52
11/8/2014,23.52
11/7/2014,22.26
11/6/2014,23.01
11/3/2014,22.64
11/1/2014,22.64
10/31/2014,24.00
10/30/2014,23.56
