Дата,Индекс МосБиржи нефти и газа
9/28/2018,7420.12
9/27/2018,7362.33
9/26/2018,7175.39
9/25/2018,7199.57
9/24/2018,7090.05
9/21/2018,7095.06
9/20/2018,7032.13
9/19/2018,7032.96
9/18/2018,7064.58
9/17/2018,6971.70
9/14/2018,6959.52
9/13/2018,6982.81
9/12/2018,7020.64
9/11/2018,7073.18
9/10/2018,7059.48
9/7/2018,6969.18
9/6/2018,6974.39
9/5/2018,6916.86
9/4/2018,6960.52
9/3/2018,6954.41
8/31/2018,6932.24
8/30/2018,6939.91
8/29/2018,6972.26
8/28/2018,6849.01
8/27/2018,6839.29
8/24/2018,6722.30
8/23/2018,6660.47
8/22/2018,6726.18
8/21/2018,6664.23
8/20/2018,6608.09
8/17/2018,6573.56
8/16/2018,6579.37
8/15/2018,6632.61
8/14/2018,6674.46
8/13/2018,6675.58
8/10/2018,6656.71
8/9/2018,6641.49
8/8/2018,6586.15
8/7/2018,6587.30
8/6/2018,6521.50
8/3/2018,6513.68
8/2/2018,6494.43
8/1/2018,6541.84
7/31/2018,6522.51
7/30/2018,6435.04
7/27/2018,6407.78
7/26/2018,6391.64
7/25/2018,6346.48
7/24/2018,6292.00
7/23/2018,6287.06
7/20/2018,6286.38
7/19/2018,6336.13
7/18/2018,6338.91
7/17/2018,6355.68
7/16/2018,6431.44
7/13/2018,6432.16
7/12/2018,6373.76
7/11/2018,6431.41
7/10/2018,6482.70
7/9/2018,6483.03
7/6/2018,6407.72
7/5/2018,6433.91
7/4/2018,6297.84
7/3/2018,6285.72
7/2/2018,6327.32
6/29/2018,6268.67
6/28/2018,6178.85
6/27/2018,6197.22
6/26/2018,6136.60
6/25/2018,6154.76
6/22/2018,6124.78
6/21/2018,6134.94
6/20/2018,6167.58
6/19/2018,6070.81
6/18/2018,6041.95
6/15/2018,6067.27
6/14/2018,6101.10
6/13/2018,6142.99
6/9/2018,6170.78
6/8/2018,6142.24
6/7/2018,6253.62
6/6/2018,6239.00
6/5/2018,6254.12
6/4/2018,6263.44
6/1/2018,6197.62
5/31/2018,6199.01
5/30/2018,6181.88
5/29/2018,6199.22
5/28/2018,6184.54
5/25/2018,6192.70
5/24/2018,6126.98
5/23/2018,6148.49
5/22/2018,6245.27
5/21/2018,6265.97
5/18/2018,6264.74
5/17/2018,6233.05
5/16/2018,6278.44
5/15/2018,6286.96
5/14/2018,6336.34
5/11/2018,6297.07
5/10/2018,6195.07
5/8/2018,6155.93
5/7/2018,6101.06
5/4/2018,6098.69
5/3/2018,6035.41
5/2/2018,6142.55
4/30/2018,6131.31
4/28/2018,6133.68
4/27/2018,6147.19
4/26/2018,6110.14
4/25/2018,5988.39
4/24/2018,5945.26
4/23/2018,5931.77
4/20/2018,5901.05
4/19/2018,5892.25
4/18/2018,5908.91
4/17/2018,5824.24
4/16/2018,5755.26
4/13/2018,5786.48
4/12/2018,5887.59
4/11/2018,5851.79
4/10/2018,5750.81
4/9/2018,5484.68
4/6/2018,5788.26
4/5/2018,5811.73
4/4/2018,5737.89
4/3/2018,5720.02
4/2/2018,5695.85
3/30/2018,5737.52
3/29/2018,5768.85
3/28/2018,5690.37
3/27/2018,5698.80
3/26/2018,5641.30
3/23/2018,5751.55
3/22/2018,5733.51
3/21/2018,5789.62
3/20/2018,5778.09
3/19/2018,5740.99
3/16/2018,5766.17
3/15/2018,5685.83
3/14/2018,5644.43
3/13/2018,5710.06
3/12/2018,5716.02
3/7/2018,5626.92
3/6/2018,5691.98
3/5/2018,5694.23
3/2/2018,5658.19
3/1/2018,5683.93
2/28/2018,5698.54
2/27/2018,5813.04
2/26/2018,5837.60
2/22/2018,5801.52
2/21/2018,5746.79
2/20/2018,5638.99
2/19/2018,5610.51
2/16/2018,5624.36
2/15/2018,5610.08
2/14/2018,5593.16
2/13/2018,5584.63
2/12/2018,5520.78
2/9/2018,5493.35
2/8/2018,5587.27
2/7/2018,5675.09
2/6/2018,5592.80
2/5/2018,5718.52
2/2/2018,5742.90
2/1/2018,5747.83
1/31/2018,5688.00
1/30/2018,5705.16
1/29/2018,5779.11
1/26/2018,5822.31
1/25/2018,5835.06
1/24/2018,5784.89
1/23/2018,5743.49
1/22/2018,5756.68
1/19/2018,5690.33
1/18/2018,5732.62
1/17/2018,5656.16
1/16/2018,5566.98
1/15/2018,5535.91
1/12/2018,5541.22
1/11/2018,5490.78
1/10/2018,5439.73
1/9/2018,5420.20
1/5/2018,5374.65
1/4/2018,5333.19
1/3/2018,5235.13
12/29/2017,5152.39
12/28/2017,5141.97
12/27/2017,5161.87
12/26/2017,5151.27
12/25/2017,5172.23
12/22/2017,5183.46
12/21/2017,5146.02
12/20/2017,5162.96
12/19/2017,5226.94
12/18/2017,5275.04
12/15/2017,5287.84
12/14/2017,5296.70
12/13/2017,5319.32
12/12/2017,5364.59
12/11/2017,5310.36
12/8/2017,5214.73
12/7/2017,5219.70
12/6/2017,5246.01
12/5/2017,5217.24
12/4/2017,5215.93
12/1/2017,5111.65
11/30/2017,5071.72
11/29/2017,5143.23
11/28/2017,5219.74
11/27/2017,5207.59
11/24/2017,5256.18
11/23/2017,5230.08
11/22/2017,5241.71
11/21/2017,5233.86
11/20/2017,5171.05
11/17/2017,5155.57
11/16/2017,5162.87
11/15/2017,5190.32
11/14/2017,5302.40
11/13/2017,5307.64
11/10/2017,5324.73
11/9/2017,5374.97
11/8/2017,5356.28
11/7/2017,5336.66
11/3/2017,5080.44
11/2/2017,5078.54
11/1/2017,5112.52
10/31/2017,5054.89
10/30/2017,5033.05
10/27/2017,5030.22
10/26/2017,4933.96
10/25/2017,4960.75
10/24/2017,5009.18
10/23/2017,5011.00
10/20/2017,5032.85
10/19/2017,5002.55
10/18/2017,5055.36
10/17/2017,5053.26
10/16/2017,5072.62
10/13/2017,5060.47
10/12/2017,5062.04
10/11/2017,5066.74
10/10/2017,5023.70
10/9/2017,5024.23
10/6/2017,5035.92
10/5/2017,5018.58
10/4/2017,4977.51
10/3/2017,4944.66
10/2/2017,4944.34
9/29/2017,4979.82
9/28/2017,4978.45
9/27/2017,4995.07
9/26/2017,4963.93
9/25/2017,4965.93
9/22/2017,4906.83
9/21/2017,4927.52
9/20/2017,4893.58
9/19/2017,4867.13
9/18/2017,4883.63
9/15/2017,4862.26
9/14/2017,4838.80
9/13/2017,4792.11
9/12/2017,4796.86
9/11/2017,4768.64
9/8/2017,4779.48
9/7/2017,4695.37
9/6/2017,4720.96
9/5/2017,4693.28
9/4/2017,4692.29
9/1/2017,4711.57
8/31/2017,4733.84
8/30/2017,4712.09
8/29/2017,4691.11
8/28/2017,4710.22
8/25/2017,4713.52
8/24/2017,4697.43
8/23/2017,4684.07
8/22/2017,4690.25
8/21/2017,4654.98
8/18/2017,4646.91
8/17/2017,4658.35
8/16/2017,4657.95
8/15/2017,4696.26
8/14/2017,4690.82
8/11/2017,4688.82
8/10/2017,4747.63
8/9/2017,4771.96
8/8/2017,4837.58
8/7/2017,4787.08
8/4/2017,4757.02
8/3/2017,4800.78
8/2/2017,4812.74
8/1/2017,4766.53
7/31/2017,4703.35
7/28/2017,4650.43
7/27/2017,4722.87
7/26/2017,4720.99
7/25/2017,4715.73
7/24/2017,4752.32
7/21/2017,4738.17
7/20/2017,4778.71
7/19/2017,4780.72
7/18/2017,4743.08
7/17/2017,4787.19
7/14/2017,4800.37
7/13/2017,4823.32
7/12/2017,4810.21
7/11/2017,4788.30
7/10/2017,4742.97
7/7/2017,4728.40
7/6/2017,4780.83
7/5/2017,4818.74
7/4/2017,4822.50
7/3/2017,4794.32
6/30/2017,4715.43
6/29/2017,4749.97
6/28/2017,4752.18
6/27/2017,4702.41
6/26/2017,4647.92
6/23/2017,4674.92
6/22/2017,4656.53
6/21/2017,4623.53
6/20/2017,4629.29
6/19/2017,4599.90
6/16/2017,4517.43
6/15/2017,4515.81
6/14/2017,4538.17
6/13/2017,4574.26
6/9/2017,4612.07
6/8/2017,4594.64
6/7/2017,4569.38
6/6/2017,4576.10
6/5/2017,4611.33
6/2/2017,4614.26
6/1/2017,4611.35
5/31/2017,4717.99
5/30/2017,4793.06
5/29/2017,4802.44
5/26/2017,4777.63
5/25/2017,4831.92
5/24/2017,4805.91
5/23/2017,4833.12
5/22/2017,4799.23
5/19/2017,4832.28
5/18/2017,4853.27
5/17/2017,4914.11
5/16/2017,4922.79
5/15/2017,4972.91
5/12/2017,4951.71
5/11/2017,4979.45
5/10/2017,5008.62
5/5/2017,4972.70
5/4/2017,4979.15
5/3/2017,4952.93
5/2/2017,4990.90
4/28/2017,4996.42
4/27/2017,4980.01
4/26/2017,5030.27
4/25/2017,4935.49
4/24/2017,4880.23
4/21/2017,4792.74
4/20/2017,4741.56
4/19/2017,4715.04
4/18/2017,4725.00
4/17/2017,4766.83
4/14/2017,4724.35
4/13/2017,4810.18
4/12/2017,4827.87
4/11/2017,4899.99
4/10/2017,4901.83
4/7/2017,5028.77
4/6/2017,5089.95
4/5/2017,5099.09
4/4/2017,5013.26
4/3/2017,4945.23
3/31/2017,4929.22
3/30/2017,4985.66
3/29/2017,4997.14
3/28/2017,5025.38
3/27/2017,4976.37
3/24/2017,5061.53
3/23/2017,5133.81
3/22/2017,5201.71
3/21/2017,5105.77
3/20/2017,5057.93
3/17/2017,5054.50
3/16/2017,4992.97
3/15/2017,4979.42
3/14/2017,4996.31
3/13/2017,4993.81
3/10/2017,4920.20
3/9/2017,4965.95
3/7/2017,5047.29
3/6/2017,5107.84
3/3/2017,5115.74
3/2/2017,5103.19
3/1/2017,5140.77
2/28/2017,5090.89
2/27/2017,5138.42
2/24/2017,5259.56
2/22/2017,5271.44
2/21/2017,5330.13
2/20/2017,5285.61
2/17/2017,5317.54
2/16/2017,5383.39
2/15/2017,5361.28
2/14/2017,5399.12
2/13/2017,5441.10
2/10/2017,5439.38
2/9/2017,5471.65
2/8/2017,5505.85
2/7/2017,5617.47
2/6/2017,5603.65
2/3/2017,5659.80
2/2/2017,5628.94
2/1/2017,5698.30
1/31/2017,5660.76
1/30/2017,5703.24
1/27/2017,5776.58
1/26/2017,5673.66
1/25/2017,5539.72
1/24/2017,5523.12
1/23/2017,5429.58
1/20/2017,5504.42
1/19/2017,5485.13
1/18/2017,5552.25
1/17/2017,5611.76
1/16/2017,5651.43
1/13/2017,5672.85
1/12/2017,5698.25
1/11/2017,5683.49
1/10/2017,5712.98
1/9/2017,5639.48
1/6/2017,5631.29
1/5/2017,5652.15
1/4/2017,5786.62
1/3/2017,5840.51
12/30/2016,5690.32
12/29/2016,5625.69
12/28/2016,5576.32
12/27/2016,5576.35
12/26/2016,5504.36
12/23/2016,5491.33
12/22/2016,5510.13
12/21/2016,5613.88
12/20/2016,5653.67
12/19/2016,5644.27
12/16/2016,5679.60
12/15/2016,5663.27
12/14/2016,5640.20
12/13/2016,5670.66
12/12/2016,5589.56
12/9/2016,5586.78
12/8/2016,5596.83
12/7/2016,5467.00
12/6/2016,5442.92
12/5/2016,5428.97
12/2/2016,5331.36
12/1/2016,5324.73
11/30/2016,5246.28
11/29/2016,5175.62
11/28/2016,5182.37
11/25/2016,5182.47
11/24/2016,5203.69
11/23/2016,5196.00
11/22/2016,5121.34
11/21/2016,5144.86
11/18/2016,5085.29
11/17/2016,5114.88
11/16/2016,5059.75
11/15/2016,4992.93
11/14/2016,5002.53
11/11/2016,5036.00
11/10/2016,5114.48
11/9/2016,5059.90
11/8/2016,4931.63
11/7/2016,4901.23
11/3/2016,4903.92
11/2/2016,4908.01
11/1/2016,4946.48
10/31/2016,4905.32
10/28/2016,4894.90
10/27/2016,4892.49
10/26/2016,4848.36
10/25/2016,4847.66
10/24/2016,4797.57
10/21/2016,4776.86
10/20/2016,4777.18
10/19/2016,4807.65
10/18/2016,4821.72
10/17/2016,4821.46
10/14/2016,4862.92
10/13/2016,4909.47
10/12/2016,4915.89
10/11/2016,4893.54
10/10/2016,4893.69
10/7/2016,4823.80
10/6/2016,4824.82
10/5/2016,4809.43
10/4/2016,4837.30
10/3/2016,4828.40
9/30/2016,4838.37
9/29/2016,4874.82
9/28/2016,4813.39
9/27/2016,4797.00
9/26/2016,4843.80
9/23/2016,4886.35
9/22/2016,4900.55
9/21/2016,4856.71
9/20/2016,4859.35
9/19/2016,4870.56
9/16/2016,4877.58
9/15/2016,4933.53
9/14/2016,4934.11
9/13/2016,4932.12
9/12/2016,4977.03
9/9/2016,4970.66
9/8/2016,5029.29
9/7/2016,5029.54
9/6/2016,5008.68
9/5/2016,4956.16
9/2/2016,4945.92
9/1/2016,4894.06
8/31/2016,4900.15
8/30/2016,4936.99
8/29/2016,4951.93
8/26/2016,4975.51
8/25/2016,4946.51
8/24/2016,4978.76
8/23/2016,4982.03
8/22/2016,4979.36
8/19/2016,4933.70
8/18/2016,4968.84
8/17/2016,4941.06
8/16/2016,4945.08
8/15/2016,4916.31
8/12/2016,4873.23
8/11/2016,4810.99
8/10/2016,4796.03
8/9/2016,4839.03
8/8/2016,4839.53
8/5/2016,4824.66
8/4/2016,4844.42
8/3/2016,4748.98
8/2/2016,4735.42
8/1/2016,4850.14
7/29/2016,4834.48
7/28/2016,4886.53
7/27/2016,4861.42
7/26/2016,4840.14
7/25/2016,4848.72
7/22/2016,4849.18
7/21/2016,4852.05
7/20/2016,4809.94
7/19/2016,4813.61
7/18/2016,4894.57
7/15/2016,4927.42
7/14/2016,4945.18
7/13/2016,4932.77
7/12/2016,4955.68
7/11/2016,4873.18
7/8/2016,4834.06
7/7/2016,4832.49
7/6/2016,4841.66
7/5/2016,4892.59
7/4/2016,4913.99
7/1/2016,4906.08
6/30/2016,4896.92
6/29/2016,4898.07
6/28/2016,4830.60
6/27/2016,4815.73
6/24/2016,4896.73
6/23/2016,4988.70
6/22/2016,4921.12
6/21/2016,4947.77
6/20/2016,4944.22
6/17/2016,4895.09
6/16/2016,4870.18
6/15/2016,4903.28
6/14/2016,4929.89
6/10/2016,4922.12
6/9/2016,5002.57
6/8/2016,5047.09
6/7/2016,5004.83
6/6/2016,4915.55
6/3/2016,4841.40
6/2/2016,4853.97
6/1/2016,4880.74
5/31/2016,4877.34
5/30/2016,4997.80
5/27/2016,4972.09
5/26/2016,4939.43
5/25/2016,4928.73
5/24/2016,4908.94
5/23/2016,4882.48
5/20/2016,4991.21
5/19/2016,5006.23
5/18/2016,5079.71
5/17/2016,5066.94
5/16/2016,5074.23
5/13/2016,5067.97
5/12/2016,5051.38
5/11/2016,5083.95
5/10/2016,5048.56
5/6/2016,5080.87
5/5/2016,5090.49
5/4/2016,5180.09
4/29/2016,5237.25
4/28/2016,5290.09
4/27/2016,5192.57
4/26/2016,5220.38
4/25/2016,5220.89
4/22/2016,5166.43
4/21/2016,5127.78
4/20/2016,5131.09
4/19/2016,5051.25
4/18/2016,4961.52
4/15/2016,5029.13
4/14/2016,5048.28
4/13/2016,5113.99
4/12/2016,5041.37
4/11/2016,5077.53
4/8/2016,5022.85
4/7/2016,4990.05
4/6/2016,4997.32
4/5/2016,5005.13
4/4/2016,5025.31
4/1/2016,4972.36
3/31/2016,5014.06
3/30/2016,5013.42
3/29/2016,4922.64
3/28/2016,4928.79
3/25/2016,4974.93
3/24/2016,4984.59
3/23/2016,5027.10
3/22/2016,5092.50
3/21/2016,5074.67
3/18/2016,5093.60
3/17/2016,5067.15
3/16/2016,5027.02
3/15/2016,4982.25
3/14/2016,4984.64
3/11/2016,5050.81
3/10/2016,5083.71
3/9/2016,5075.97
3/7/2016,5141.54
3/4/2016,5059.46
3/3/2016,5008.58
3/2/2016,4917.00
3/1/2016,4936.43
2/29/2016,4920.42
2/26/2016,4879.60
2/25/2016,4876.91
2/24/2016,4878.23
2/22/2016,4944.85
2/20/2016,4835.35
2/19/2016,4865.98
2/18/2016,4909.50
2/17/2016,4831.06
2/16/2016,4789.20
2/15/2016,4758.85
2/12/2016,4705.92
2/11/2016,4626.93
2/10/2016,4687.81
2/9/2016,4670.26
2/8/2016,4716.94
2/5/2016,4815.25
2/4/2016,4842.18
2/3/2016,4697.71
2/2/2016,4740.57
2/1/2016,4783.17
1/29/2016,4834.39
1/28/2016,4763.09
1/27/2016,4689.88
1/26/2016,4585.02
1/25/2016,4641.26
1/22/2016,4622.08
1/21/2016,4566.24
1/20/2016,4432.90
1/19/2016,4459.26
1/18/2016,4391.71
1/15/2016,4332.06
1/14/2016,4491.49
1/13/2016,4502.26
1/12/2016,4511.29
1/11/2016,4472.23
1/6/2016,4603.85
1/5/2016,4600.31
1/4/2016,4542.06
12/31/2015,4608.88
12/30/2015,4608.88
12/29/2015,4622.93
12/28/2015,4500.61
12/25/2015,4491.01
12/24/2015,4525.07
12/23/2015,4517.62
12/22/2015,4447.87
12/21/2015,4432.89
12/18/2015,4448.53
12/17/2015,4599.23
12/16/2015,4512.10
12/15/2015,4482.09
12/14/2015,4384.40
12/11/2015,4423.44
12/10/2015,4464.29
12/9/2015,4465.63
12/8/2015,4419.74
12/7/2015,4449.11
12/4/2015,4494.86
12/3/2015,4589.59
12/2/2015,4553.62
12/1/2015,4593.24
11/30/2015,4565.10
11/27/2015,4659.13
11/26/2015,4758.40
11/25/2015,4781.62
11/24/2015,4722.46
11/23/2015,4875.81
11/20/2015,4750.91
11/19/2015,4719.68
11/18/2015,4732.13
11/17/2015,4672.15
11/16/2015,4558.23
11/13/2015,4536.11
11/12/2015,4578.74
11/11/2015,4600.31
11/10/2015,4603.86
11/9/2015,4616.11
11/6/2015,4606.10
11/5/2015,4640.46
11/3/2015,4631.09
11/2/2015,4538.37
10/30/2015,4478.22
10/29/2015,4482.77
10/28/2015,4533.02
10/27/2015,4537.33
10/26/2015,4478.11
10/23/2015,4513.44
10/22/2015,4483.78
10/21/2015,4464.43
10/20/2015,4495.38
10/19/2015,4488.41
10/16/2015,4463.78
10/15/2015,4499.02
10/14/2015,4484.04
10/13/2015,4501.41
10/12/2015,4469.49
10/9/2015,4556.09
10/8/2015,4443.20
10/7/2015,4443.80
10/6/2015,4440.34
10/5/2015,4370.08
10/2/2015,4224.40
10/1/2015,4267.79
9/30/2015,4321.51
9/29/2015,4277.69
9/28/2015,4230.02
9/25/2015,4298.28
9/24/2015,4262.12
9/23/2015,4313.95
9/22/2015,4375.08
9/21/2015,4470.96
9/18/2015,4534.27
9/17/2015,4562.72
9/16/2015,4568.17
9/15/2015,4529.27
9/14/2015,4580.01
9/11/2015,4543.58
9/10/2015,4547.39
9/9/2015,4528.59
9/8/2015,4506.88
9/7/2015,4460.98
9/4/2015,4444.39
9/3/2015,4491.11
9/2/2015,4450.19
9/1/2015,4464.03
8/31/2015,4574.70
8/28/2015,4521.19
8/27/2015,4453.41
8/26/2015,4341.76
8/25/2015,4318.06
8/24/2015,4278.34
8/21/2015,4347.22
8/20/2015,4459.90
8/19/2015,4390.13
8/18/2015,4450.25
8/17/2015,4487.15
8/14/2015,4493.14
8/13/2015,4466.59
8/12/2015,4445.42
8/11/2015,4424.77
8/10/2015,4418.08
8/7/2015,4376.38
8/6/2015,4353.97
8/5/2015,4393.90
8/4/2015,4369.62
8/3/2015,4347.39
7/31/2015,4358.19
7/30/2015,4244.94
7/29/2015,4213.74
7/28/2015,4174.99
7/27/2015,4106.63
7/24/2015,4104.45
7/23/2015,4146.45
7/22/2015,4185.25
7/21/2015,4193.82
7/20/2015,4177.75
7/17/2015,4243.84
7/16/2015,4273.05
7/15/2015,4241.83
7/14/2015,4271.24
7/13/2015,4278.74
7/10/2015,4225.64
7/9/2015,4240.06
7/8/2015,4182.01
7/7/2015,4240.16
7/6/2015,4254.15
7/3/2015,4255.11
7/2/2015,4290.30
7/1/2015,4279.32
6/30/2015,4311.87
6/29/2015,4256.50
6/26/2015,4258.35
6/25/2015,4243.47
6/24/2015,4319.56
6/23/2015,4328.23
6/22/2015,4374.80
6/19/2015,4336.63
6/18/2015,4301.79
6/17/2015,4326.57
6/16/2015,4339.11
6/15/2015,4311.26
6/11/2015,4283.73
6/10/2015,4300.41
6/9/2015,4321.71
6/8/2015,4263.21
6/5/2015,4289.06
6/4/2015,4239.91
6/3/2015,4195.90
6/2/2015,4226.70
6/1/2015,4169.68
5/29/2015,4120.96
5/28/2015,4283.06
5/27/2015,4278.11
5/26/2015,4229.26
5/25/2015,4225.49
5/22/2015,4284.80
5/21/2015,4250.88
5/20/2015,4187.84
5/19/2015,4256.65
5/18/2015,4309.05
5/15/2015,4359.82
5/14/2015,4319.67
5/13/2015,4333.93
5/12/2015,4400.07
5/8/2015,4429.41
5/7/2015,4355.64
5/6/2015,4433.90
5/5/2015,4467.68
4/30/2015,4372.38
4/29/2015,4339.96
4/28/2015,4367.98
4/27/2015,4356.56
4/24/2015,4364.04
4/23/2015,4303.96
4/22/2015,4354.83
4/21/2015,4474.25
4/20/2015,4430.89
4/17/2015,4332.72
4/16/2015,4413.68
4/15/2015,4342.71
4/14/2015,4262.71
4/13/2015,4345.29
4/10/2015,4297.29
4/9/2015,4335.84
4/8/2015,4397.51
4/7/2015,4427.26
4/6/2015,4441.87
4/3/2015,4413.24
4/2/2015,4414.78
4/1/2015,4328.45
3/31/2015,4209.35
3/30/2015,4159.97
3/27/2015,4049.50
3/26/2015,4048.56
3/25/2015,4143.69
3/24/2015,4159.93
3/23/2015,4135.83
3/20/2015,4192.30
3/19/2015,4146.31
3/18/2015,4215.89
3/17/2015,4145.71
3/16/2015,4147.98
3/13/2015,4182.06
3/12/2015,4256.75
3/11/2015,4293.71
3/10/2015,4291.29
3/6/2015,4428.32
3/5/2015,4539.60
3/4/2015,4538.19
3/3/2015,4668.13
3/2/2015,4594.71
2/27/2015,4490.94
2/26/2015,4491.77
2/25/2015,4476.85
2/24/2015,4593.11
2/20/2015,4644.33
2/19/2015,4669.94
2/18/2015,4688.21
2/17/2015,4667.46
2/16/2015,4680.99
2/13/2015,4802.99
2/12/2015,4709.80
2/11/2015,4623.36
2/10/2015,4555.15
2/9/2015,4569.48
2/6/2015,4630.38
2/5/2015,4455.61
2/4/2015,4292.73
2/3/2015,4295.15
2/2/2015,4182.20
1/30/2015,4176.82
1/29/2015,4161.93
1/28/2015,4220.51
1/27/2015,4315.51
1/26/2015,4200.89
1/23/2015,4300.61
1/22/2015,4276.81
1/21/2015,4127.51
1/20/2015,3990.78
1/19/2015,4002.80
1/16/2015,4027.92
1/15/2015,3933.79
1/14/2015,3905.22
1/13/2015,3827.14
1/12/2015,3751.63
1/9/2015,3757.59
1/8/2015,3890.15
1/6/2015,3751.41
1/5/2015,3640.27
12/31/2014,3540.17
12/30/2014,3540.17
12/29/2014,3649.56
12/26/2014,3552.63
12/25/2014,3493.91
12/24/2014,3505.48
12/23/2014,3524.35
12/22/2014,3550.56
12/19/2014,3536.04
12/18/2014,3643.42
12/17/2014,3501.89
12/16/2014,3637.47
12/15/2014,3534.17
12/12/2014,3607.75
12/11/2014,3575.98
12/10/2014,3659.03
12/9/2014,3657.56
12/8/2014,3668.87
12/5/2014,3801.71
12/4/2014,3961.20
12/3/2014,4022.58
12/2/2014,3957.89
12/1/2014,3960.85
11/28/2014,3838.54
11/27/2014,3814.43
11/26/2014,3799.63
11/25/2014,3776.64
11/24/2014,3790.12
11/21/2014,3838.73
11/20/2014,3842.52
11/19/2014,3791.04
11/18/2014,3775.39
11/17/2014,3748.46
11/14/2014,3708.17
11/13/2014,3657.09
11/12/2014,3720.68
11/11/2014,3747.73
11/10/2014,3728.32
11/7/2014,3677.58
11/6/2014,3674.47
11/5/2014,3685.24
11/3/2014,3672.82
10/31/2014,3672.01
10/30/2014,3533.72
10/29/2014,3533.03
10/28/2014,3461.01
10/27/2014,3424.41
10/24/2014,3369.04
10/23/2014,3349.74
10/22/2014,3347.72
10/21/2014,3381.42
10/20/2014,3386.06
10/17/2014,3413.25
10/16/2014,3352.21
10/15/2014,3388.23
10/14/2014,3434.78
10/13/2014,3401.77
10/10/2014,3339.54
10/9/2014,3401.16
10/8/2014,3391.61
10/7/2014,3442.22
10/6/2014,3466.28
10/3/2014,3388.37
10/2/2014,3356.31
10/1/2014,3411.09
9/30/2014,3443.36
9/29/2014,3426.94
9/26/2014,3490.09
9/25/2014,3488.02
9/24/2014,3500.27
9/23/2014,3474.30
9/22/2014,3419.90
9/19/2014,3465.84
9/18/2014,3510.17
9/17/2014,3522.10
9/16/2014,3592.58
9/15/2014,3534.25
9/12/2014,3532.30
9/11/2014,3498.74
9/10/2014,3559.15
9/9/2014,3550.84
9/8/2014,3542.95
9/5/2014,3564.86
9/4/2014,3532.75
9/3/2014,3509.82
9/2/2014,3401.57
9/1/2014,3374.39
8/29/2014,3382.60
8/28/2014,3431.20
8/27/2014,3471.99
8/26/2014,3463.61
8/25/2014,3489.06
8/22/2014,3475.51
8/21/2014,3523.36
8/20/2014,3484.37
8/19/2014,3449.81
8/18/2014,3432.34
8/15/2014,3417.18
8/14/2014,3394.61
8/13/2014,3357.44
8/12/2014,3295.80
8/11/2014,3282.52
8/8/2014,3239.85
8/7/2014,3223.85
8/6/2014,3208.77
8/5/2014,3242.59
8/4/2014,3297.56
8/1/2014,3290.54
7/31/2014,3295.69
7/30/2014,3301.07
7/29/2014,3263.14
7/28/2014,3237.95
7/25/2014,3301.23
7/24/2014,3332.54
7/23/2014,3328.92
7/22/2014,3350.41
7/21/2014,3294.89
7/18/2014,3372.94
7/17/2014,3418.97
7/16/2014,3518.24
7/15/2014,3519.28
7/14/2014,3547.33
7/11/2014,3594.86
7/10/2014,3584.60
7/9/2014,3623.02
7/8/2014,3643.69
7/7/2014,3632.29
7/4/2014,3592.75
7/3/2014,3643.66
7/2/2014,3656.47
7/1/2014,3578.44
6/30/2014,3573.22
6/27/2014,3573.18
6/26/2014,3559.64
6/25/2014,3584.10
6/24/2014,3682.22
6/23/2014,3601.56
6/20/2014,3590.82
6/19/2014,3614.26
6/18/2014,3641.40
6/17/2014,3609.75
6/16/2014,3609.24
6/11/2014,3574.55
6/10/2014,3537.69
6/9/2014,3517.90
6/6/2014,3510.43
6/5/2014,3463.90
6/4/2014,3459.05
6/3/2014,3463.14
6/2/2014,3451.48
5/30/2014,3362.69
5/29/2014,3422.48
5/28/2014,3381.69
5/27/2014,3384.10
5/26/2014,3480.24
5/23/2014,3461.77
5/22/2014,3458.92
5/21/2014,3481.42
5/20/2014,3438.00
5/19/2014,3409.73
5/16/2014,3365.69
5/15/2014,3335.76
5/14/2014,3356.07
5/13/2014,3337.98
5/12/2014,3333.42
5/8/2014,3323.45
5/7/2014,3333.28
5/6/2014,3238.02
5/5/2014,3195.85
5/2/2014,3210.32
4/30/2014,3216.82
4/29/2014,3226.39
4/28/2014,3202.21
4/25/2014,3171.32
4/24/2014,3202.25
4/23/2014,3250.28
4/22/2014,3262.46
4/21/2014,3276.98
4/18/2014,3305.41
4/17/2014,3232.87
4/16/2014,3225.36
4/15/2014,3204.09
4/14/2014,3273.04
4/11/2014,3296.98
4/10/2014,3320.48
4/9/2014,3271.09
4/8/2014,3265.48
4/7/2014,3246.90
4/4/2014,3305.57
4/3/2014,3266.16
4/2/2014,3277.65
4/1/2014,3285.20
3/31/2014,3280.62
3/28/2014,3224.60
3/27/2014,3209.41
3/26/2014,3244.28
3/25/2014,3175.10
3/24/2014,3120.90
3/21/2014,3167.35
3/20/2014,3205.15
3/19/2014,3192.81
3/18/2014,3228.73
3/17/2014,3141.80
3/14/2014,3066.65
3/13/2014,3116.27
3/12/2014,3161.80
3/11/2014,3216.48
3/7/2014,3277.18
3/6/2014,3262.55
3/5/2014,3296.94
3/4/2014,3309.01
3/3/2014,3178.27
2/28/2014,3458.02
2/27/2014,3474.11
2/26/2014,3513.76
2/25/2014,3510.93
2/24/2014,3525.55
2/21/2014,3519.20
2/20/2014,3510.83
2/19/2014,3518.55
2/18/2014,3545.12
2/17/2014,3546.67
