Дата,Нефть Brent
2/14/2014,109.08
2/13/2014,108.73
2/12/2014,108.79
2/11/2014,108.68
2/10/2014,108.63
2/7/2014,109.57
2/6/2014,107.19
2/5/2014,106.25
2/4/2014,105.78
2/3/2014,106.04
1/31/2014,106.40
1/30/2014,107.95
1/29/2014,107.85
1/28/2014,107.41
1/27/2014,106.69
1/24/2014,107.88
1/23/2014,107.58
1/22/2014,108.27
1/21/2014,106.73
1/20/2014,106.35
1/17/2014,106.48
1/16/2014,107.09
1/15/2014,107.13
1/14/2014,106.39
1/13/2014,106.75
1/10/2014,107.25
1/9/2014,106.39
1/8/2014,107.15
1/7/2014,107.35
1/6/2014,106.73
1/3/2014,106.89
1/2/2014,107.78
1/1/2014,111.39
12/31/2013,110.80
12/30/2013,111.21
12/27/2013,112.18
12/26/2013,111.98
12/25/2013,112.27
12/24/2013,111.90
12/23/2013,111.56
12/20/2013,111.77
12/19/2013,110.29
12/18/2013,109.63
12/17/2013,108.44
12/16/2013,110.47
12/13/2013,108.83
12/12/2013,108.67
12/11/2013,109.70
12/10/2013,109.38
12/9/2013,109.39
12/6/2013,111.61
12/5/2013,110.98
12/4/2013,111.88
12/3/2013,112.62
12/2/2013,111.45
11/29/2013,109.69
11/28/2013,110.86
11/27/2013,111.31
11/26/2013,110.88
11/25/2013,111.00
11/22/2013,111.05
11/21/2013,110.08
11/20/2013,108.06
11/19/2013,106.92
11/18/2013,108.47
11/15/2013,108.50
11/14/2013,108.54
11/13/2013,107.12
11/12/2013,105.81
11/11/2013,106.40
11/8/2013,105.12
11/7/2013,103.46
11/6/2013,105.24
11/5/2013,105.33
11/4/2013,106.23
11/1/2013,105.91
10/31/2013,108.84
10/30/2013,109.86
10/29/2013,109.01
10/28/2013,109.61
10/25/2013,106.93
10/24/2013,106.99
10/23/2013,107.80
10/22/2013,109.97
10/21/2013,109.64
10/18/2013,109.94
10/17/2013,109.11
10/16/2013,110.86
10/15/2013,109.96
10/14/2013,111.04
10/11/2013,111.28
10/10/2013,111.80
10/9/2013,109.06
10/8/2013,110.16
10/7/2013,109.68
10/4/2013,109.46
10/3/2013,109.00
10/2/2013,109.19
10/1/2013,107.94
9/30/2013,108.37
9/27/2013,108.63
9/26/2013,109.21
9/25/2013,108.32
9/24/2013,108.64
9/23/2013,108.16
9/20/2013,109.22
9/19/2013,108.76
9/18/2013,110.60
9/17/2013,108.19
9/16/2013,110.07
9/13/2013,112.78
9/12/2013,112.63
9/11/2013,111.50
9/10/2013,111.25
9/9/2013,113.72
9/6/2013,116.12
9/5/2013,115.26
9/4/2013,114.91
9/3/2013,115.68
9/2/2013,114.33
8/30/2013,114.01
8/29/2013,115.16
8/28/2013,116.61
8/27/2013,114.36
8/26/2013,110.73
8/23/2013,111.04
8/22/2013,109.90
8/21/2013,109.81
8/20/2013,110.15
8/19/2013,109.90
8/16/2013,110.40
8/15/2013,111.11
8/14/2013,110.20
8/13/2013,109.82
8/12/2013,108.97
8/9/2013,108.22
8/8/2013,106.68
8/7/2013,107.44
8/6/2013,108.18
8/5/2013,108.70
8/2/2013,108.95
8/1/2013,109.54
7/31/2013,107.70
7/30/2013,106.91
7/29/2013,107.45
7/26/2013,107.17
7/25/2013,107.65
7/24/2013,107.19
7/23/2013,108.42
7/22/2013,108.15
7/19/2013,108.07
7/18/2013,108.70
7/17/2013,108.61
7/16/2013,109.40
7/15/2013,109.09
7/12/2013,108.81
7/11/2013,107.73
7/10/2013,108.51
7/9/2013,107.81
7/8/2013,107.43
7/5/2013,107.72
7/4/2013,105.54
7/3/2013,105.76
7/2/2013,104.00
7/1/2013,103.00
6/28/2013,102.16
6/27/2013,102.82
6/26/2013,101.66
6/25/2013,101.26
6/24/2013,101.16
6/21/2013,100.91
6/20/2013,102.15
6/19/2013,106.12
6/18/2013,106.02
6/17/2013,105.47
6/14/2013,105.93
6/13/2013,104.25
6/12/2013,103.49
6/11/2013,102.96
6/10/2013,103.95
6/7/2013,104.56
6/6/2013,103.61
6/5/2013,103.04
6/4/2013,103.24
6/3/2013,102.06
5/31/2013,100.39
5/30/2013,102.19
5/29/2013,102.43
5/28/2013,104.23
5/27/2013,102.62
5/24/2013,102.64
5/23/2013,102.44
5/22/2013,102.60
5/21/2013,103.91
5/20/2013,104.80
5/17/2013,104.64
5/16/2013,103.80
5/15/2013,103.68
5/14/2013,102.60
5/13/2013,102.82
5/10/2013,103.91
5/9/2013,104.47
5/8/2013,104.34
5/7/2013,104.40
5/6/2013,105.46
5/3/2013,104.19
5/2/2013,102.85
5/1/2013,99.95
4/30/2013,102.37
4/29/2013,103.81
4/26/2013,103.16
4/25/2013,103.41
4/24/2013,101.73
4/23/2013,100.31
4/22/2013,100.39
4/19/2013,99.65
4/18/2013,99.13
4/17/2013,97.69
4/16/2013,99.91
4/15/2013,100.39
4/12/2013,103.11
4/11/2013,104.27
4/10/2013,105.79
4/9/2013,106.23
4/8/2013,104.66
4/5/2013,104.12
4/4/2013,106.34
4/3/2013,107.11
4/2/2013,110.69
4/1/2013,111.08
3/29/2013,109.57
3/28/2013,110.02
3/27/2013,109.69
3/26/2013,109.36
3/25/2013,108.17
3/22/2013,107.66
3/21/2013,107.47
3/20/2013,108.72
3/19/2013,107.45
3/18/2013,109.51
3/15/2013,109.82
3/14/2013,109.42
3/13/2013,108.52
3/12/2013,109.65
3/11/2013,110.22
3/8/2013,110.85
3/7/2013,111.15
3/6/2013,111.06
3/5/2013,111.61
3/4/2013,110.09
3/1/2013,110.40
2/28/2013,111.38
2/27/2013,111.87
2/26/2013,112.71
2/25/2013,114.44
2/22/2013,114.10
2/21/2013,113.53
2/20/2013,115.60
2/19/2013,117.52
2/18/2013,117.38
2/15/2013,117.66
2/14/2013,118.00
2/13/2013,118.72
2/12/2013,118.66
2/11/2013,118.13
2/8/2013,118.90
2/7/2013,117.24
2/6/2013,116.73
2/5/2013,116.52
2/4/2013,115.60
2/1/2013,116.76
1/31/2013,115.55
1/30/2013,114.90
1/29/2013,114.36
1/28/2013,113.48
1/25/2013,113.28
1/24/2013,113.28
1/23/2013,112.80
1/22/2013,112.42
1/21/2013,111.71
1/18/2013,111.89
1/17/2013,111.10
1/16/2013,110.61
1/15/2013,110.30
1/14/2013,111.88
1/11/2013,110.64
1/10/2013,111.89
1/9/2013,111.76
1/8/2013,111.94
1/7/2013,111.40
1/4/2013,111.31
1/3/2013,112.14
1/2/2013,112.47
