Дата,USD/RUB (Банк России)
3/14/2019,65.59
3/13/2019,65.77
3/12/2019,66.08
3/8/2019,65.96
3/7/2019,65.84
3/6/2019,65.80
3/5/2019,65.80
3/4/2019,65.81
3/2/2019,65.81
3/1/2019,65.89
2/28/2019,65.76
2/27/2019,65.62
2/26/2019,65.26
2/25/2019,65.51
2/23/2019,65.51
2/22/2019,65.54
2/21/2019,65.86
2/20/2019,66.20
2/19/2019,66.25
2/18/2019,66.70
2/16/2019,66.70
2/15/2019,66.54
2/14/2019,65.68
2/13/2019,65.71
2/12/2019,65.65
2/11/2019,66.06
2/9/2019,66.06
2/8/2019,66.02
2/7/2019,65.67
2/6/2019,65.57
2/5/2019,65.59
2/4/2019,65.66
2/2/2019,65.66
2/1/2019,65.36
1/31/2019,66.10
1/30/2019,66.34
1/29/2019,65.93
1/28/2019,65.92
1/26/2019,65.92
1/25/2019,66.00
1/24/2019,66.33
1/23/2019,66.55
1/22/2019,66.36
1/21/2019,66.33
1/19/2019,66.33
1/18/2019,66.44
1/17/2019,66.76
1/16/2019,67.08
1/15/2019,67.19
1/14/2019,66.92
1/12/2019,66.92
1/11/2019,66.86
1/10/2019,67.08
12/30/2018,69.47
12/29/2018,69.52
12/28/2018,68.88
12/27/2018,68.89
12/26/2018,68.74
12/25/2018,68.41
12/24/2018,68.01
12/22/2018,68.01
12/21/2018,67.37
12/20/2018,67.11
12/19/2018,66.75
12/18/2018,66.62
12/17/2018,66.43
12/15/2018,66.43
12/14/2018,66.26
12/13/2018,66.42
12/12/2018,66.50
12/11/2018,66.24
12/10/2018,66.92
12/8/2018,66.92
12/7/2018,66.74
12/6/2018,66.82
12/5/2018,66.45
12/4/2018,66.29
12/3/2018,66.53
12/1/2018,66.53
11/30/2018,66.63
11/29/2018,66.94
11/28/2018,66.78
11/27/2018,66.51
11/26/2018,65.67
11/24/2018,65.67
11/23/2018,65.61
11/22/2018,65.95
11/21/2018,65.59
11/20/2018,66.01
11/19/2018,65.99
11/17/2018,65.99
11/16/2018,66.62
11/15/2018,68.00
11/14/2018,67.68
11/13/2018,67.52
11/12/2018,66.85
11/10/2018,66.85
11/9/2018,66.22
11/8/2018,66.09
11/7/2018,65.99
11/5/2018,65.58
11/3/2018,65.58
11/2/2018,65.65
11/1/2018,65.60
10/31/2018,65.77
10/30/2018,65.81
10/29/2018,65.63
10/27/2018,65.63
10/26/2018,65.75
10/25/2018,65.63
10/24/2018,65.31
10/23/2018,65.31
10/22/2018,65.81
10/20/2018,65.81
10/19/2018,65.72
10/18/2018,65.40
10/17/2018,65.53
10/16/2018,65.75
10/15/2018,65.98
10/13/2018,65.98
10/12/2018,66.77
10/11/2018,66.18
10/10/2018,66.40
10/9/2018,66.97
10/8/2018,66.63
10/6/2018,66.63
10/5/2018,66.21
10/4/2018,65.42
10/3/2018,65.22
10/2/2018,65.57
10/1/2018,65.59
9/29/2018,65.59
9/28/2018,65.84
9/27/2018,65.76
9/26/2018,65.82
9/25/2018,66.16
9/24/2018,66.25
9/22/2018,66.25
9/21/2018,66.47
9/20/2018,67.01
9/19/2018,67.75
9/18/2018,68.20
9/17/2018,68.28
9/15/2018,68.28
9/14/2018,68.64
9/13/2018,69.57
9/12/2018,69.97
9/11/2018,69.87
9/10/2018,69.03
9/8/2018,69.03
9/7/2018,68.25
9/6/2018,68.46
9/5/2018,68.27
9/4/2018,67.74
9/3/2018,68.04
9/1/2018,68.04
8/31/2018,68.08
8/30/2018,68.15
8/29/2018,67.39
8/28/2018,67.40
8/27/2018,67.79
8/25/2018,67.79
8/24/2018,68.53
8/23/2018,67.62
8/22/2018,67.18
8/21/2018,67.18
8/20/2018,66.88
8/18/2018,66.88
8/17/2018,66.89
8/16/2018,66.38
8/15/2018,66.75
8/14/2018,68.22
8/13/2018,66.91
8/11/2018,66.91
8/10/2018,66.29
8/9/2018,63.60
8/8/2018,63.54
8/7/2018,63.50
8/6/2018,63.45
8/4/2018,63.45
8/3/2018,63.14
8/2/2018,62.56
8/1/2018,62.35
7/31/2018,62.78
7/30/2018,62.97
7/28/2018,62.97
7/27/2018,62.95
7/26/2018,63.08
7/25/2018,62.92
7/24/2018,63.20
7/23/2018,63.49
7/21/2018,63.49
7/20/2018,63.27
7/19/2018,62.90
7/18/2018,62.44
7/17/2018,62.26
7/16/2018,62.29
7/14/2018,62.29
7/13/2018,62.21
7/12/2018,62.10
7/11/2018,62.44
7/10/2018,62.83
7/9/2018,63.12
7/7/2018,63.12
7/6/2018,63.26
7/5/2018,63.23
7/4/2018,63.22
7/3/2018,63.14
7/2/2018,62.76
6/30/2018,62.76
6/29/2018,63.29
6/28/2018,63.14
6/27/2018,62.79
6/26/2018,62.95
6/25/2018,63.24
6/23/2018,63.24
6/22/2018,63.79
6/21/2018,63.62
6/20/2018,64.07
6/19/2018,63.48
6/18/2018,62.69
6/16/2018,62.69
6/15/2018,62.25
6/14/2018,63.12
6/10/2018,62.34
6/9/2018,62.67
6/8/2018,61.81
6/7/2018,62.01
6/6/2018,61.98
6/5/2018,61.93
6/4/2018,62.21
6/2/2018,62.21
6/1/2018,62.02
5/31/2018,62.59
5/30/2018,62.64
5/29/2018,62.27
5/28/2018,61.67
5/26/2018,61.67
5/25/2018,61.41
5/24/2018,61.59
5/23/2018,61.26
5/22/2018,62.53
5/21/2018,61.94
5/19/2018,61.94
5/18/2018,61.82
5/17/2018,62.30
5/16/2018,61.92
5/15/2018,61.77
5/14/2018,61.74
5/12/2018,61.74
5/11/2018,62.52
5/9/2018,63.01
5/8/2018,62.71
5/7/2018,63.20
5/5/2018,63.20
5/4/2018,63.49
4/29/2018,62.00
4/28/2018,62.73
4/27/2018,62.60
4/26/2018,61.75
4/25/2018,61.66
4/24/2018,61.77
4/23/2018,61.32
4/21/2018,61.32
4/20/2018,60.86
4/19/2018,61.55
4/18/2018,61.15
4/17/2018,62.28
4/16/2018,61.43
4/14/2018,61.43
4/13/2018,62.07
4/12/2018,64.06
4/11/2018,62.37
4/10/2018,58.57
4/9/2018,57.83
4/7/2018,57.83
4/6/2018,57.58
4/5/2018,57.76
4/4/2018,57.54
4/3/2018,57.29
4/2/2018,57.26
3/31/2018,57.26
3/30/2018,57.76
3/29/2018,57.56
3/28/2018,57.17
3/27/2018,57.00
3/26/2018,57.11
3/24/2018,57.11
3/23/2018,56.84
3/22/2018,57.50
3/21/2018,57.70
3/20/2018,57.55
3/19/2018,57.49
3/17/2018,57.49
3/16/2018,57.02
3/15/2018,56.94
3/14/2018,56.94
3/13/2018,56.61
3/8/2018,56.80
3/7/2018,56.50
3/6/2018,57.10
3/5/2018,56.66
3/3/2018,56.66
3/2/2018,56.43
3/1/2018,56.37
2/28/2018,55.67
2/27/2018,55.92
2/23/2018,56.76
2/22/2018,56.65
2/21/2018,56.52
2/20/2018,56.34
2/19/2018,56.36
2/17/2018,56.36
2/16/2018,56.59
2/15/2018,57.59
2/14/2018,57.77
2/13/2018,58.02
2/12/2018,58.17
2/10/2018,58.17
2/9/2018,57.67
2/8/2018,56.95
2/7/2018,57.22
2/6/2018,56.63
2/5/2018,56.04
2/3/2018,56.04
2/2/2018,56.26
2/1/2018,56.18
1/31/2018,56.29
1/30/2018,56.29
1/29/2018,55.83
1/27/2018,55.83
1/26/2018,55.93
1/25/2018,56.39
1/24/2018,56.41
1/23/2018,56.63
1/22/2018,56.59
1/20/2018,56.59
1/19/2018,56.76
1/18/2018,56.59
1/17/2018,56.39
1/16/2018,56.36
1/15/2018,56.60
1/13/2018,56.60
1/12/2018,57.00
1/11/2018,56.87
1/10/2018,57.05
1/1/2018,57.60
12/30/2017,57.60
12/29/2017,57.63
12/28/2017,57.45
12/27/2017,57.73
12/26/2017,58.20
12/25/2017,58.32
12/23/2017,58.32
12/22/2017,58.56
12/21/2017,58.72
12/20/2017,58.61
12/19/2017,58.69
12/18/2017,58.90
12/16/2017,58.90
12/15/2017,58.71
12/14/2017,59.14
12/13/2017,58.84
12/12/2017,59.23
12/11/2017,59.28
12/9/2017,59.28
12/8/2017,59.29
12/7/2017,58.93
12/6/2017,58.69
12/5/2017,58.99
12/4/2017,58.52
12/2/2017,58.52
12/1/2017,58.58
11/30/2017,58.33
11/29/2017,58.41
11/28/2017,58.28
11/27/2017,58.53
11/25/2017,58.53
11/24/2017,58.46
11/23/2017,59.01
11/22/2017,59.46
11/21/2017,59.27
11/20/2017,59.63
11/18/2017,59.63
11/17/2017,59.99
11/16/2017,60.25
11/15/2017,59.62
11/14/2017,59.18
11/13/2017,59.28
11/11/2017,59.28
11/10/2017,59.25
11/9/2017,59.25
11/8/2017,58.46
11/6/2017,58.43
11/4/2017,58.43
11/3/2017,58.09
11/2/2017,58.16
11/1/2017,58.12
10/31/2017,57.87
10/30/2017,58.08
10/28/2017,58.08
10/27/2017,57.76
10/26/2017,57.61
10/25/2017,57.59
10/24/2017,57.47
10/23/2017,57.51
10/21/2017,57.51
10/20/2017,57.57
10/19/2017,57.27
10/18/2017,57.34
10/17/2017,57.09
10/16/2017,57.62
10/14/2017,57.62
10/13/2017,57.69
10/12/2017,57.92
10/11/2017,58.07
10/10/2017,58.32
10/9/2017,57.76
10/7/2017,57.76
10/6/2017,57.58
10/5/2017,57.78
10/4/2017,57.94
10/3/2017,57.81
10/2/2017,58.02
9/30/2017,58.02
9/29/2017,58.43
9/28/2017,58.01
9/27/2017,57.52
9/26/2017,57.57
9/25/2017,57.65
9/23/2017,57.65
9/22/2017,58.22
9/21/2017,58.13
9/20/2017,58.10
9/19/2017,57.62
9/18/2017,57.53
9/16/2017,57.53
9/15/2017,57.77
9/14/2017,57.67
9/13/2017,57.27
9/12/2017,57.17
9/11/2017,57.00
9/9/2017,57.00
9/8/2017,57.14
9/7/2017,57.34
9/6/2017,57.85
9/5/2017,57.78
9/4/2017,58.06
9/2/2017,58.06
9/1/2017,58.55
8/31/2017,58.73
8/30/2017,58.53
8/29/2017,58.55
8/28/2017,59.15
8/26/2017,59.15
8/25/2017,59.14
8/24/2017,59.13
8/23/2017,59.04
8/22/2017,59.14
8/21/2017,59.36
8/19/2017,59.36
8/18/2017,59.25
8/17/2017,59.65
8/16/2017,59.93
8/15/2017,59.80
8/14/2017,60.19
8/12/2017,60.19
8/11/2017,59.93
8/10/2017,59.96
8/9/2017,59.99
8/8/2017,60.06
8/7/2017,60.33
8/5/2017,60.33
8/4/2017,60.75
8/3/2017,60.58
8/2/2017,59.85
8/1/2017,60.06
7/31/2017,59.54
7/29/2017,59.54
7/28/2017,59.41
7/27/2017,59.91
7/26/2017,59.82
7/25/2017,59.66
7/24/2017,58.93
7/22/2017,58.93
7/21/2017,59.08
7/20/2017,59.24
7/19/2017,59.37
7/18/2017,59.07
7/17/2017,59.88
7/15/2017,59.88
7/14/2017,60.18
7/13/2017,60.62
7/12/2017,60.74
7/11/2017,60.30
7/10/2017,60.38
7/8/2017,60.38
7/7/2017,60.24
7/6/2017,59.58
7/5/2017,59.23
7/4/2017,58.97
7/3/2017,59.39
7/1/2017,59.39
6/30/2017,59.09
6/29/2017,59.54
6/28/2017,58.88
6/27/2017,59.00
6/26/2017,59.66
6/24/2017,59.66
6/23/2017,60.15
6/22/2017,60.00
6/21/2017,58.58
6/20/2017,57.96
6/19/2017,57.74
6/17/2017,57.74
6/16/2017,57.44
6/15/2017,57.03
6/14/2017,56.91
6/12/2017,57.00
6/10/2017,57.00
6/9/2017,56.99
6/8/2017,56.59
6/7/2017,56.67
6/6/2017,56.62
6/5/2017,56.69
6/3/2017,56.69
6/2/2017,56.54
6/1/2017,56.69
5/31/2017,56.52
5/30/2017,56.71
5/29/2017,56.76
5/27/2017,56.76
5/26/2017,56.07
5/25/2017,56.27
5/24/2017,56.56
5/23/2017,56.50
5/22/2017,57.16
5/20/2017,57.16
5/19/2017,57.47
5/18/2017,56.74
5/17/2017,56.26
5/16/2017,56.53
5/15/2017,57.16
5/13/2017,57.16
5/12/2017,57.12
5/11/2017,58.08
5/8/2017,58.54
5/6/2017,58.54
5/5/2017,57.57
5/4/2017,57.09
5/3/2017,56.95
5/1/2017,56.98
4/29/2017,56.98
4/28/2017,56.97
4/27/2017,56.31
4/26/2017,55.85
4/25/2017,56.08
4/24/2017,56.23
4/22/2017,56.23
4/21/2017,56.42
4/20/2017,56.18
4/19/2017,55.98
4/18/2017,56.25
4/17/2017,56.29
4/15/2017,56.29
4/14/2017,56.60
4/13/2017,56.76
4/12/2017,56.96
4/11/2017,57.39
4/10/2017,56.92
4/8/2017,56.92
4/7/2017,56.44
4/6/2017,55.89
4/5/2017,56.56
4/4/2017,56.14
4/3/2017,55.96
4/1/2017,55.96
3/31/2017,56.38
3/30/2017,57.02
3/29/2017,56.94
3/28/2017,57.02
3/27/2017,57.42
3/25/2017,57.42
3/24/2017,57.52
3/23/2017,57.64
3/22/2017,57.23
3/21/2017,57.28
3/20/2017,57.93
3/18/2017,57.93
3/17/2017,58.24
3/16/2017,59.11
3/15/2017,58.95
3/14/2017,59.13
3/13/2017,59.22
3/11/2017,59.22
3/10/2017,58.83
3/8/2017,58.26
3/7/2017,58.34
3/6/2017,58.91
3/4/2017,58.91
3/3/2017,58.41
3/2/2017,58.38
3/1/2017,57.96
2/28/2017,57.94
2/23/2017,57.48
2/22/2017,57.86
2/21/2017,58.10
2/20/2017,57.63
2/18/2017,57.63
2/17/2017,57.15
2/16/2017,56.77
2/15/2017,57.74
2/14/2017,58.06
2/13/2017,58.85
2/11/2017,58.85
2/10/2017,59.02
2/9/2017,59.51
2/8/2017,59.19
2/7/2017,58.71
2/6/2017,59.31
2/4/2017,59.31
2/3/2017,59.99
2/2/2017,60.31
2/1/2017,60.09
1/31/2017,60.16
1/30/2017,60.32
1/28/2017,60.32
1/27/2017,59.64
1/26/2017,59.15
1/25/2017,59.22
1/24/2017,59.50
1/23/2017,59.67
1/21/2017,59.67
1/20/2017,59.35
1/19/2017,59.18
1/18/2017,59.40
1/17/2017,59.61
1/16/2017,59.37
1/14/2017,59.37
1/13/2017,59.50
1/12/2017,60.16
1/11/2017,59.95
1/10/2017,59.90
1/2/2017,60.66
12/31/2016,60.66
12/30/2016,60.27
12/29/2016,60.67
12/28/2016,60.86
12/27/2016,60.91
12/26/2016,60.85
12/24/2016,60.85
12/23/2016,60.86
12/22/2016,61.11
12/21/2016,61.80
12/20/2016,61.79
12/19/2016,61.75
12/17/2016,61.75
12/16/2016,61.64
12/15/2016,60.81
12/14/2016,61.07
12/13/2016,61.58
12/12/2016,63.30
12/10/2016,63.30
12/9/2016,63.39
12/8/2016,63.91
12/7/2016,63.87
12/6/2016,63.92
12/5/2016,64.15
12/3/2016,64.15
12/2/2016,63.68
12/1/2016,65.24
11/30/2016,64.94
11/29/2016,64.92
11/28/2016,64.62
11/26/2016,64.62
11/25/2016,64.63
11/24/2016,64.01
11/23/2016,63.63
11/22/2016,64.36
11/21/2016,65.10
11/19/2016,65.10
11/18/2016,64.92
11/17/2016,64.55
11/16/2016,65.55
11/15/2016,65.86
11/14/2016,65.22
11/12/2016,65.22
11/11/2016,63.42
11/10/2016,63.89
11/9/2016,63.74
11/8/2016,63.91
11/4/2016,63.50
11/3/2016,63.42
11/2/2016,63.20
11/1/2016,63.22
10/31/2016,62.90
10/29/2016,62.90
10/28/2016,63.04
10/27/2016,62.26
10/26/2016,62.05
10/25/2016,62.23
10/24/2016,62.45
10/22/2016,62.45
10/21/2016,62.42
10/20/2016,62.58
10/19/2016,62.89
10/18/2016,63.15
10/17/2016,62.99
10/15/2016,62.99
10/14/2016,63.35
10/13/2016,62.59
10/12/2016,62.19
10/11/2016,62.39
10/10/2016,62.30
10/8/2016,62.30
10/7/2016,62.39
10/6/2016,62.46
10/5/2016,62.43
10/4/2016,62.55
10/3/2016,63.40
10/1/2016,63.40
9/30/2016,63.16
9/29/2016,63.95
9/28/2016,63.69
9/27/2016,64.15
9/26/2016,63.86
9/24/2016,63.86
9/23/2016,63.79
9/22/2016,64.44
9/21/2016,64.75
9/20/2016,64.92
9/19/2016,64.99
9/17/2016,64.99
9/16/2016,65.22
9/15/2016,64.97
9/14/2016,64.81
9/13/2016,65.05
9/12/2016,64.16
9/10/2016,64.16
9/9/2016,63.97
9/8/2016,64.38
9/7/2016,64.83
9/6/2016,64.76
9/5/2016,65.87
9/3/2016,65.87
9/2/2016,65.26
9/1/2016,65.25
8/31/2016,64.91
8/30/2016,65.08
8/29/2016,64.74
8/27/2016,64.74
8/26/2016,64.95
8/25/2016,64.81
8/24/2016,64.77
8/23/2016,64.21
8/22/2016,63.94
8/20/2016,63.94
8/19/2016,63.55
8/18/2016,63.99
8/17/2016,63.95
8/16/2016,64.21
8/15/2016,64.34
8/13/2016,64.34
8/12/2016,64.95
8/11/2016,64.81
8/10/2016,64.78
8/9/2016,65.08
8/8/2016,65.56
8/6/2016,65.56
8/5/2016,66.39
8/4/2016,66.74
8/3/2016,66.88
8/2/2016,65.96
8/1/2016,67.05
7/30/2016,67.05
7/29/2016,66.11
7/28/2016,65.95
7/27/2016,65.74
7/26/2016,64.92
7/25/2016,64.63
7/23/2016,64.63
7/22/2016,63.74
7/21/2016,63.42
7/20/2016,62.99
7/19/2016,63.12
7/18/2016,63.17
7/16/2016,63.17
7/15/2016,63.58
7/14/2016,63.85
7/13/2016,63.90
7/12/2016,64.20
7/11/2016,64.25
7/9/2016,64.25
7/8/2016,64.05
7/7/2016,64.63
7/6/2016,64.27
7/5/2016,63.68
7/4/2016,64.02
7/2/2016,64.02
7/1/2016,64.18
6/30/2016,64.26
6/29/2016,64.81
6/28/2016,65.06
6/27/2016,65.53
6/25/2016,65.53
6/24/2016,64.32
6/23/2016,63.72
6/22/2016,64.17
6/21/2016,64.15
6/20/2016,65.44
6/18/2016,65.44
6/17/2016,65.86
6/16/2016,65.92
6/15/2016,66.03
6/13/2016,64.71
6/11/2016,64.71
6/10/2016,63.74
6/9/2016,64.68
6/8/2016,65.21
6/7/2016,65.79
6/6/2016,66.85
6/4/2016,66.85
6/3/2016,66.75
6/2/2016,66.62
6/1/2016,66.00
5/31/2016,66.08
5/30/2016,66.04
5/28/2016,66.04
5/27/2016,65.21
5/26/2016,65.89
5/25/2016,67.05
5/24/2016,67.05
5/23/2016,66.38
5/21/2016,66.38
5/20/2016,66.21
5/19/2016,65.06
5/18/2016,64.51
5/17/2016,64.89
5/16/2016,64.93
5/14/2016,64.93
5/13/2016,64.96
5/12/2016,66.24
5/11/2016,66.33
5/9/2016,66.19
5/7/2016,66.19
5/6/2016,65.89
5/5/2016,66.17
5/2/2016,64.33
4/30/2016,64.33
4/29/2016,65.11
4/28/2016,65.16
4/27/2016,66.46
4/26/2016,66.63
4/25/2016,66.22
4/23/2016,66.22
4/22/2016,65.03
4/21/2016,66.04
4/20/2016,65.65
4/19/2016,68.27
4/18/2016,66.05
4/16/2016,66.05
4/15/2016,66.50
4/14/2016,65.77
4/13/2016,66.35
4/12/2016,67.13
4/11/2016,67.47
4/9/2016,67.47
4/8/2016,67.80
4/7/2016,68.52
4/6/2016,68.89
4/5/2016,68.68
4/4/2016,67.14
4/2/2016,67.14
4/1/2016,67.86
3/31/2016,67.61
3/30/2016,68.75
3/29/2016,67.78
3/28/2016,68.43
3/26/2016,68.43
3/25/2016,68.93
3/24/2016,67.64
3/23/2016,67.78
3/22/2016,68.81
3/21/2016,68.40
3/19/2016,68.40
3/18/2016,68.56
3/17/2016,71.03
3/16/2016,70.54
3/15/2016,70.15
3/14/2016,70.31
3/12/2016,70.31
3/11/2016,71.09
3/10/2016,72.38
3/7/2016,73.19
3/5/2016,73.19
3/4/2016,73.82
3/3/2016,73.63
3/2/2016,74.05
3/1/2016,75.90
2/29/2016,75.09
2/27/2016,75.09
2/26/2016,76.39
2/25/2016,76.39
2/21/2016,77.13
2/20/2016,76.37
2/19/2016,75.46
2/18/2016,77.85
2/17/2016,76.25
2/16/2016,77.78
2/15/2016,79.50
2/13/2016,79.50
2/12/2016,79.11
2/11/2016,79.07
2/10/2016,78.68
2/9/2016,76.86
2/8/2016,77.34
2/6/2016,77.34
2/5/2016,76.46
2/4/2016,79.26
2/3/2016,77.93
2/2/2016,76.33
2/1/2016,75.17
1/30/2016,75.17
1/29/2016,77.37
1/28/2016,79.00
1/27/2016,81.84
1/26/2016,77.80
1/25/2016,80.57
1/23/2016,80.57
1/22/2016,83.59
1/21/2016,79.46
1/20/2016,78.49
1/19/2016,78.67
1/18/2016,76.57
1/16/2016,76.57
1/15/2016,76.52
1/14/2016,76.43
1/13/2016,76.60
1/12/2016,75.95
1/1/2016,72.93
12/31/2015,72.88
12/30/2015,72.51
12/29/2015,70.79
12/28/2015,70.27
12/26/2015,70.27
12/25/2015,69.52
12/24/2015,70.93
12/23/2015,71.12
12/22/2015,71.26
12/21/2015,71.32
12/19/2015,71.32
12/18/2015,70.58
12/17/2015,70.40
12/16/2015,70.83
12/15/2015,70.22
12/14/2015,69.18
12/12/2015,69.18
12/11/2015,69.22
12/10/2015,69.20
12/9/2015,69.30
12/8/2015,68.52
12/7/2015,67.67
12/5/2015,67.67
12/4/2015,67.77
12/3/2015,66.74
12/2/2015,66.26
12/1/2015,66.74
11/30/2015,66.24
11/28/2015,66.24
11/27/2015,65.68
11/26/2015,65.48
11/25/2015,65.62
11/24/2015,65.60
11/23/2015,64.87
11/21/2015,64.87
11/20/2015,64.91
11/19/2015,64.78
11/18/2015,65.48
11/17/2015,66.46
11/16/2015,66.63
11/14/2015,66.63
11/13/2015,65.45
11/12/2015,64.57
11/11/2015,64.39
11/10/2015,64.66
11/9/2015,63.68
11/7/2015,63.68
11/6/2015,63.40
11/4/2015,63.85
11/3/2015,63.80
11/2/2015,64.37
10/31/2015,64.37
10/30/2015,64.17
10/29/2015,65.32
10/28/2015,63.50
10/27/2015,62.50
10/26/2015,61.93
10/24/2015,61.93
10/23/2015,62.79
10/22/2015,62.63
10/21/2015,62.16
10/20/2015,61.44
10/19/2015,61.36
10/17/2015,61.36
10/16/2015,62.24
10/15/2015,63.12
10/14/2015,62.22
10/13/2015,61.15
10/12/2015,61.30
10/10/2015,61.30
10/9/2015,62.29
10/8/2015,62.71
10/7/2015,65.10
10/6/2015,65.62
10/5/2015,65.94
10/3/2015,65.94
10/2/2015,65.03
10/1/2015,65.74
9/30/2015,66.24
9/29/2015,65.55
9/28/2015,65.67
9/26/2015,65.67
9/25/2015,66.52
9/24/2015,66.04
9/23/2015,66.17
9/22/2015,66.15
9/21/2015,65.64
9/19/2015,65.64
9/18/2015,65.36
9/17/2015,65.93
9/16/2015,67.16
9/15/2015,67.96
9/14/2015,68.01
9/12/2015,68.01
9/11/2015,68.50
9/10/2015,67.62
9/9/2015,68.79
9/8/2015,68.49
9/7/2015,67.69
9/5/2015,67.69
9/4/2015,67.01
9/3/2015,66.68
9/2/2015,65.35
9/1/2015,66.72
8/31/2015,66.48
8/29/2015,66.48
8/28/2015,67.45
8/27/2015,69.31
8/26/2015,69.95
8/25/2015,70.75
8/24/2015,68.12
8/22/2015,68.12
8/21/2015,66.96
8/20/2015,65.72
8/19/2015,65.83
8/18/2015,65.50
8/17/2015,64.94
8/15/2015,64.94
8/14/2015,64.00
8/13/2015,65.02
8/12/2015,63.21
8/11/2015,64.50
8/10/2015,63.84
8/8/2015,63.84
8/7/2015,63.86
8/6/2015,62.72
8/5/2015,62.92
8/4/2015,62.47
8/3/2015,60.35
8/1/2015,60.35
7/31/2015,58.99
7/30/2015,59.77
7/29/2015,60.22
7/28/2015,58.78
7/27/2015,58.04
7/25/2015,58.04
7/24/2015,57.36
7/23/2015,57.02
7/22/2015,57.00
7/21/2015,56.83
7/20/2015,56.84
7/18/2015,56.84
7/17/2015,56.95
7/16/2015,56.66
7/15/2015,56.98
7/14/2015,56.61
7/13/2015,56.67
7/11/2015,56.67
7/10/2015,56.98
7/9/2015,57.22
7/8/2015,57.22
7/7/2015,56.41
7/6/2015,55.60
7/4/2015,55.60
7/3/2015,55.66
7/2/2015,55.48
7/1/2015,55.84
6/30/2015,55.52
6/29/2015,54.81
6/27/2015,54.81
6/26/2015,54.60
6/25/2015,54.07
6/24/2015,54.21
6/23/2015,53.56
6/22/2015,53.80
6/20/2015,53.80
6/19/2015,53.33
6/18/2015,53.90
6/17/2015,54.04
6/16/2015,55.27
6/12/2015,54.53
6/11/2015,54.82
6/10/2015,55.91
6/9/2015,56.04
6/8/2015,56.25
6/6/2015,56.25
6/5/2015,54.99
6/4/2015,53.06
6/3/2015,53.44
6/2/2015,52.82
6/1/2015,52.97
5/30/2015,52.97
5/29/2015,52.29
5/28/2015,51.02
5/27/2015,50.32
5/26/2015,49.86
5/25/2015,49.79
5/23/2015,49.79
5/22/2015,49.92
5/21/2015,49.79
5/20/2015,49.18
5/19/2015,49.22
5/18/2015,50.01
5/16/2015,50.01
5/15/2015,50.08
5/14/2015,49.54
5/13/2015,50.91
5/11/2015,50.75
5/9/2015,50.75
5/8/2015,50.36
5/7/2015,49.98
5/6/2015,51.76
5/1/2015,51.14
4/30/2015,51.70
4/29/2015,52.30
4/28/2015,51.47
4/27/2015,50.25
4/25/2015,50.25
4/24/2015,51.60
4/23/2015,53.66
4/22/2015,53.97
4/21/2015,51.52
4/20/2015,50.53
4/18/2015,50.53
4/17/2015,49.67
4/16/2015,50.50
4/15/2015,51.97
4/14/2015,52.42
4/13/2015,51.07
4/11/2015,51.07
4/10/2015,52.54
4/9/2015,54.03
4/8/2015,55.33
4/7/2015,56.52
4/6/2015,56.75
4/4/2015,56.75
4/3/2015,56.99
4/2/2015,58.35
4/1/2015,57.65
3/31/2015,58.46
3/30/2015,57.73
3/28/2015,57.73
3/27/2015,56.43
3/26/2015,57.39
3/25/2015,58.77
3/24/2015,59.45
3/23/2015,60.03
3/21/2015,60.03
3/20/2015,59.83
3/19/2015,61.35
3/18/2015,61.75
3/17/2015,62.15
3/16/2015,61.32
3/14/2015,61.32
3/13/2015,60.96
3/12/2015,62.68
3/11/2015,60.66
3/9/2015,59.99
3/7/2015,59.99
3/6/2015,61.85
3/5/2015,61.87
3/4/2015,62.36
3/3/2015,62.22
3/2/2015,61.27
2/28/2015,61.27
2/27/2015,60.71
2/26/2015,62.59
2/25/2015,63.51
2/23/2015,61.72
2/21/2015,61.72
2/20/2015,62.13
2/19/2015,62.40
2/18/2015,62.84
2/17/2015,62.66
2/16/2015,65.09
2/14/2015,65.09
2/13/2015,66.10
2/12/2015,66.06
2/11/2015,65.45
2/10/2015,65.78
2/9/2015,66.04
2/7/2015,66.04
2/6/2015,68.61
2/5/2015,65.45
2/4/2015,67.77
2/3/2015,69.66
2/2/2015,68.93
1/31/2015,68.93
1/30/2015,68.73
1/29/2015,67.15
1/28/2015,67.82
1/27/2015,65.59
1/26/2015,63.39
1/24/2015,63.39
1/23/2015,65.40
1/22/2015,65.56
1/21/2015,64.99
1/20/2015,64.97
1/19/2015,65.17
1/17/2015,65.17
1/16/2015,64.83
1/15/2015,66.10
1/14/2015,64.84
1/13/2015,62.74
1/1/2015,56.24
12/31/2014,56.26
12/30/2014,56.68
12/29/2014,52.03
12/27/2014,52.03
12/26/2014,52.62
12/25/2014,54.49
12/24/2014,54.57
12/23/2014,56.49
12/22/2014,60.68
12/20/2014,60.68
12/19/2014,59.60
12/18/2014,67.79
12/17/2014,61.15
12/16/2014,58.35
12/15/2014,56.89
12/13/2014,56.89
12/12/2014,54.79
12/11/2014,54.28
12/10/2014,54.21
12/9/2014,53.31
12/8/2014,53.11
12/6/2014,53.11
12/5/2014,52.69
12/4/2014,54.38
12/3/2014,50.77
12/2/2014,51.81
12/1/2014,49.32
11/29/2014,49.32
11/28/2014,47.66
11/27/2014,46.42
11/26/2014,44.98
11/25/2014,44.79
11/24/2014,45.79
11/22/2014,45.79
11/21/2014,46.70
11/20/2014,47.03
